IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE
2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.21593,-88.569288,CRUDE OIL,YES,CARBON STEEL,OTHER
2019,WEST TEXAS GULF PIPELINE CO,32.23139,-95.66336,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",44.623013,-95.694092,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2019,"PLAINS PIPELINE, L.P.",34.69902,-97.6944,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",32.068361,-91.544865,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",40.896397,-85.451073,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,CHEVRON PIPE LINE CO,28.867303,-90.490614,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,29.7602,-95.1429,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"SHELL PIPELINE CO., L.P.",29.622572,-90.689097,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"FLINT HILLS RESOURCES, LC",28.937256,-97.798827,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,CHEVRON PIPE LINE CO,38.02178,-122.06197,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,OTHER
2019,ENTERPRISE CRUDE PIPELINE LLC,29.05436,-97.79099,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2019,"MAGELLAN PIPELINE COMPANY, LP",38.847215,-94.744678,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,35.4858,-106.7153,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"FLINT HILLS RESOURCES, LC",38.820179,-90.09127,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",35.969552,-96.01434,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,TORRANCE VALLEY PIPELINE COMPANY LLC,35.063187,-119.065405,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.56357282,-99.78830895,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,EXPLORER PIPELINE CO,29.858643,-94.978492,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,KINDER MORGAN CO2 CO. LP,33.96455,-104.58069,CO2 (CARBON DIOXIDE),NO,CARBON STEEL,LEAK
2019,COLONIAL PIPELINE CO,36.13703,-86.66029,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,MECHANICAL PUNCTURE
2019,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.794468,-95.279326,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",41.642443,-87.474361,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",46.687573,-92.058995,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"FLINT HILLS RESOURCES, LC",38.819032,-90.091097,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,FORMULA MIDSTREAM PARTNERS LLC,28.66775,-98.424895,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,39.520706,-87.084682,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,29.3469,-94.938,CRUDE OIL,NO,CARBON STEEL,OTHER
2019,COLONIAL PIPELINE CO,35.581489,-78.4399104,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",46.709035,-92.288891,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2019,SUNOCO PIPELINE L.P.,34.6094444,-98.851944,CRUDE OIL,NO,CARBON STEEL,OTHER
2019,PHILLIPS 66 PIPELINE LLC,38.49967984,-90.32960987,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,BELLE FOURCHE PIPELINE CO,44.293682,-105.066773,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2019,"MAGELLAN TERMINALS HOLDINGS, LP",29.72397,-95.197453,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,MID - VALLEY PIPELINE CO,39.03502,-84.69038,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2019,ENTERPRISE PRODUCTS OPERATING LLC,41.43777,-96.34277,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,VALERO REFINING COMPANY - CALIFORNIA,38.059227,-122.134849,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,MID - VALLEY PIPELINE CO,32.48265,-94.83272,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,40.031642,-82.470435,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"EXPRESS HOLDINGS (USA), LLC",39.413469,-92.845878,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",31.431105,-102.378011,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",29.728668,-95.200173,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",46.685942,-92.06216,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"MEDALLION OPERATING COMPANY, LLC",31.361163,-101.513858,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,ENBRIDGE STORAGE (CUSHING) L.L.C.,35.9592,-96.7534,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",31.634409,-101.708221,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,WHITING PETROLEUM CORP,40.78062,-103.94451,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,TARGA DOWNSTREAM LLC,34.58527777,-96.28979722,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"TEXOMA CRUDE OIL PIPELINE CO., LLC",34.20242,-97.48605,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"MEDALLION OPERATING COMPANY, LLC",32.52759,-100.85185,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"ONEOK NGL PIPELINE, LLC",37.60439,-97.86245,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,38.3093,-87.3926,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"SUMMIT MIDSTREAM PARTNERS, LLC",48.2727898,-103.360108,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"TEXOMA CRUDE OIL PIPELINE CO., LLC",34.38949,-97.82985,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,WYOMING PIPELINE COMPANY,43.82592,-104.32507,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,TORRANCE VALLEY PIPELINE COMPANY LLC,35.225011,-119.5604561,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"DELEK CRUDE LOGISTICS, LLC.",33.345827,-95.074134,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,TORRANCE VALLEY PIPELINE COMPANY LLC,34.992215,-118.943229,CRUDE OIL,NO,CARBON STEEL,OTHER
2019,"FRONT RANGE PIPELINE, LLC.",46.755689,-109.857509,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,31.068913,-98.732867,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW
2019,COLONIAL PIPELINE CO,34.55278,-82.48773,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,29.055754,-97.791408,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"SHELL PIPELINE CO., L.P.",29.373333,-89.549166,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,SUNOCO PIPELINE L.P.,31.94578,-101.91414,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,31.48393,-99.69122,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"SHELL PIPELINE CO., L.P.",27.94556,-90.99583,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,CENTURION PIPELINE L.P.,32.005428,-102.041069,CRUDE OIL,NO,CARBON STEEL,OTHER
2019,"MAGELLAN PIPELINES HOLDINGS, LP",34.752655,-97.258276,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,COLONIAL PIPELINE CO,29.895589,-89.725528,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",46.68499,-92.06222,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,SUNOCO PIPELINE L.P.,29.935306,-95.383077,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,JAYHAWK PIPELINE LLC,38.611748,-98.683806,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,30.00104,-93.9866,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2019,PHILLIPS 66 PIPELINE LLC,35.68555,-101.36087,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,DOUBLE H,46.39246,-104.44774,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,CRIMSON PIPELINE L.P.,34.242804,-119.259547,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59241,-74.21251,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,36.533044,-95.5795,CRUDE OIL,YES,CARBON STEEL,OTHER
2019,IMTT-BAYONNE,40.658611,-74.1091667,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"TEXOMA CRUDE OIL PIPELINE CO., LLC",33.952938,-97.698131,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,"FLINT HILLS RESOURCES, LC",32.8151793,-97.0944355,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",31.763939,-103.173558,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",39.849199,-75.497335,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,29.72058,-95.158893,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.763114,-104.580295,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,KINDER MORGAN WINK PIPELINE LLC ,31.7679328,-103.1771881,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,PHILLIPS 66 PIPELINE LLC,33.00701,-102.97549,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2019,"SFPP, LP",33.84543,-118.232953,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",36.599477,-96.149751,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,COLONIAL PIPELINE CO,38.937404,-77.430487,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,CENTRAL FLORIDA PIPELINE CORP,27.938667,-82.438031,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",39.009064,-89.179241,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"ONEOK NGL PIPELINE, LLC",29.85393,-94.8931,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",40.534541,-74.260949,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,EXPLORER PIPELINE CO,38.822044,-90.078911,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.575523,-89.001884,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,TC OIL PIPELINE OPERATIONS INC,38.867592,-90.618187,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,39.915717,-86.246671,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",39.138566,-94.600208,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,ENTERPRISE CRUDE PIPELINE LLC,31.48393,-99.69122,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"BUCKEYE PARTNERS, LP",40.560463,-74.243365,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",32.49875,-101.6741,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,IMTT-BAYONNE,40.6549,-74.1167834,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",42.85147,-106.35547,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,30.124288,-90.769533,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,VALERO PARTNERS OPERATING CO. LLC,30.93470583,-89.88136224,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,29.718553,-95.179603,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,GREAT SALT PLAINS PIPELINE LLC,36.36027669,-97.59405888,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,30.124288,-90.769533,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.318016,-91.309608,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"PLAINS PIPELINE, L.P.",32.01347,-102.016347,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,CENTURION PIPELINE L.P.,35.28617,-98.29,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,BP PIPELINE (NORTH AMERICA) INC.,38.79205,-89.07352,CRUDE OIL,NO,CARBON STEEL,LEAK
2019,"MAGELLAN PIPELINE COMPANY, LP",39.84655,-104.911757,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,30.620642,-96.149481,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"SFPP, LP",33.845716,-118.233877,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"FLINT HILLS RESOURCES, LC",32.8147369,-97.0947406,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"CRIMSON GULF, LLC",29.423332,-89.990277,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2019,ENERGY TRANSFER COMPANY,31.5174,-103.4568,CRUDE OIL,YES,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,38.997201,-87.716479,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,43.07416,-93.75387,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",29.728668,-95.200173,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",41.537,-109.369,CO2 (CARBON DIOXIDE),YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,VALERO TERMINALING AND DISTRIBUTION COMPANY,29.82582,-93.951877,CRUDE OIL,YES,CARBON STEEL,OTHER
2019,COLONIAL PIPELINE CO,34.55309,-82.48742,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,COLONIAL PIPELINE CO,31.648794,-89.51920311,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,MARATHON PIPE LINE LLC,29.718791,-95.17359,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,"TALLGRASS PONY EXPRESS PIPELINE, LLC",40.649498,-103.033495,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,30.221783,-91.031425,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,RUPTURE
2019,"ONEOK NGL PIPELINE, LLC",35.591809,-98.138032,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,DCP MIDSTREAM,29.10320779,-95.86845856,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,41.615211,-91.408249,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,ENTERPRISE PRODUCTS OPERATING LLC,30.0113,-94.05981,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,EXXONMOBIL PIPELINE CO,29.5920556,-95.2473194,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",41.554486,-87.886511,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2019,HARVEST MIDSTREAM COMPANY,28.46062,-98.44847,CRUDE OIL,YES,CARBON STEEL,OTHER
2018,COLONIAL PIPELINE CO,35.285832,-80.932844,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2018,DCP MIDSTREAM,29.34572,-100.562198,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,OTHER
2018,ENBRIDGE STORAGE (CUSHING) L.L.C.,35.943722,-96.764667,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,"MAGELLAN PIPELINE COMPANY, LP",39.757676,-104.81334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2018,"PLAINS PIPELINE, L.P.",31.634409,-101.708221,CRUDE OIL,YES,CARBON STEEL,LEAK
2018,ENTERPRISE CRUDE PIPELINE LLC,29.7479,-95.1294,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2018,DCP MIDSTREAM,31.226872,-101.62194,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2018,MARATHON PIPE LINE LLC,30.013326,-90.860244,CRUDE OIL,YES,CARBON STEEL,LEAK
2018,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.790949,-95.281395,CRUDE OIL,YES,CARBON STEEL,LEAK
2018,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.9967,-93.99765,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.997016,-93.992067,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",33.254624,-99.200001,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2018,ENTERPRISE CRUDE PIPELINE LLC,31.5267,-103.559,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER
2018,"MAGELLAN TERMINALS HOLDINGS, LP",35.958659,-96.719504,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,"WESTERN REFINING LOGISTICS, LP",31.932,-103.5153,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,"SFPP, LP",32.06156,-106.64945,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,RUPTURE
2018,"MAGELLAN TERMINALS HOLDINGS, LP",29.745232,-95.200827,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2018,COLONIAL PIPELINE CO,35.211193,-81.165165,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2018,"MAGELLAN TERMINALS HOLDINGS, LP",35.957724,-96.722004,CRUDE OIL,YES,CARBON STEEL,LEAK
2018,SUNCOR ENERGY (USA) PIPELINE CO.,42.22539,-104.685771,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,CENTURION PIPELINE L.P.,35.51087,-97.884,CRUDE OIL,YES,CARBON STEEL,LEAK
2018,"WESTERN REFINING LOGISTICS, LP",32.063926,-103.67576,CRUDE OIL,NO,CARBON STEEL,LEAK
2018,ENTERPRISE PRODUCTS OPERATING LLC,30.169195,-96.687335,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2018,ROSE ROCK MIDSTREAM L.P.,36.014722,-96.755556,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2018,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",35.324009,-96.980672,CRUDE OIL,YES,CARBON STEEL,MECHANICAL PUNCTURE
