IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE
2015,COLONIAL PIPELINE CO,40.57667,-74.25472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,WYOMING PIPELINE COMPANY,43.666603,-105.067905,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,VALERO REFINING-TEXAS L.P.,29.706862,-95.249419,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,OTHER
2015,"SHELL PIPELINE CO., L.P.",29.70687777,-95.24941107,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,WEST TEXAS GULF PIPELINE CO,31.77691,-96.39599,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,WYOMING PIPELINE COMPANY,43.841176,-104.255425,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"NUSTAR LOGISTICS, L.P.",29.1425929,-95.9728079,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"NUSTAR LOGISTICS, L.P.",28.57446,-96.93008,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,RUPTURE
2015,"ONEOK NGL PIPELINE, LLC",32.81384,-100.93662,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,MECHANICAL PUNCTURE
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",40.943291,-88.647391,CRUDE OIL,YES,CARBON STEEL,OTHER
2015,"KOCH PIPELINE COMPANY, L.P.",29.926983,-94.699149,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",42.957732,-76.527389,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,41.62247,-83.48496,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"KINDER MORGAN LIQUID TERMINALS, LLC",40.589,-74.217,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,43.861789,-108.166073,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,32.088721,-102.137958,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,WYOMING PIPELINE COMPANY,43.2180944,-104.432967,CRUDE OIL,NO,CARBON STEEL,OTHER
2015,EXPLORER PIPELINE CO,36.64234919,-94.9731575,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"SHELL PIPELINE CO., L.P.",29.84692774,-91.65165833,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,WEST TEXAS GULF PIPELINE CO,31.84825,-96.53672,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"ROADRUNNER PIPELINE, L.L.C.",32.524731,-103.18819,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2015,"MAGELLAN PIPELINE COMPANY, LP",29.79477,-95.2821,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,KINDER MORGAN WINK PIPELINE LP,31.8526,-104.5573,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,37.202167,-76.605211,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,34.882052,-120.445707,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,33.598881,-85.825495,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",35.466951,-119.704428,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,WEST TEXAS GULF PIPELINE CO,32.52944,-100.83055,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,30.386817,-91.507267,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,31.15918,-94.6758,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",32.08164,-103.18105,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2015,ALYESKA PIPELINE SERVICE CO,63.42546,-145.7665,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENERGY TRANSFER COMPANY,31.7316,-102.988,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,32.0711,-96.47409,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,30.44471,-92.29098,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",29.79181,-95.28233,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,MECHANICAL PUNCTURE
2015,ENTERPRISE CRUDE PIPELINE LLC,31.899768,-102.638984,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"SHELL PIPELINE CO., L.P.",37.721661,-121.54831,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"SFPP, LP",38.780153,-121.246941,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",32.010188,-102.3365,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,38.789242,-89.065026,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,32.023877,-102.017721,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,DCP MIDSTREAM,28.40632,-98.13716,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,OTHER
2015,ENTERPRISE CRUDE PIPELINE LLC,31.432815,-102.43871,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",34.462434,-120.086714,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,33.719236,-96.889483,CRUDE OIL,NO,CARBON STEEL,OTHER
2015,WEST SHORE PIPELINE CO,43.189245,-88.049748,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.348769,-94.93915,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,38.792939,-89.085639,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",40.535833,-74.256944,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",33.91446,-98.48781,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,SUNOCO PIPELINE L.P.,31.77339,-96.40109,CRUDE OIL,NO,CARBON STEEL,OTHER
2015,ENTERPRISE PRODUCTS OPERATING LLC,27.80113016,-97.45456557,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,32.0711,-96.47409,CRUDE OIL,NO,CARBON STEEL,OTHER
2015,ENTERPRISE CRUDE PIPELINE LLC,33.923263,-97.720868,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,ENTERPRISE CRUDE PIPELINE LLC,29.74799,-95.12934,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",33.91446,-98.48781,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW
2015,ENTERPRISE CRUDE PIPELINE LLC,29.748169,-95.130194,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,30.05777,-94.97769,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.193322,-96.985528,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"SHELL PIPELINE CO., L.P.",29.88604163,-93.99349166,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"CHAPARRAL ENERGY, LLC",36.827669,-96.475662,CO2 (CARBON DIOXIDE),YES,CARBON STEEL,LEAK
2015,NAVAJO NATION OIL AND GAS COMPANY,36.715463,-108.496528,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",37.8041,-96.8716,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,RUPTURE
2015,PHILLIPS 66 PIPELINE LLC,44.66547,-106.90261,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,KINDER MORGAN CRUDE AND CONDENSATE LLC,29.214284,-97.518923,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.748058,-95.128737,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",39.86216,-94.695103,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,38.264304,-89.02108,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,PETROLEUM FUEL AND TERMINAL COMPANY,39.305031,-76.557206,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",35.97974,-96.00985,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,38.793803,-89.082089,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",32.99376,-102.790301,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,36.0724,-79.94037,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,37.202167,-76.605211,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENBRIDGE STORAGE (CUSHING) L.L.C.,35.945098,-96.760237,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",29.79733,-95.2787,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,37.761305,-97.307781,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,KINDER MORGAN WINK PIPELINE LP,31.8029,-103.81378,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",47.6899,-95.41192,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,33.139575,-98.121511,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"EXPRESS HOLDINGS (USA), LLC",42.864441,-106.408738,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,EXPLORER PIPELINE CO,37.50301661,-93.27968075,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.748201,-95.128672,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,40.318604,-76.031436,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,OTHER
2015,ENTERPRISE CRUDE PIPELINE LLC,32.0079,-102.2379,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,30.16,-92.55346,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",35.019746,-119.06454,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,29.57863,-95.017273,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,OTHER
2015,ALYESKA PIPELINE SERVICE CO,70.257147,-148.621973,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,EXPLORER PIPELINE CO,36.64234919,-94.9731575,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"WESTERN REFINING PIPELINE, LLC",32.062707,-103.881937,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2015,COLONIAL PIPELINE CO,39.230426,-76.573994,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,34.753426,-82.150528,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,29.862472,-94.905644,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,39.94024,-75.4799,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,EXPLORER PIPELINE CO,38.264829,-91.503997,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"KOCH PIPELINE COMPANY, L.P.",29.705369,-95.249282,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"SHELL PIPELINE CO., L.P.",29.6218722,-90.68983889,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.610094,-95.181228,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,HARVEST PIPELINE COMPANY,28.4601,-98.44885,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,29.747986,-95.129617,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,JAYHAWK PIPELINE LLC,38.6092,-100.048101,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",29.79064,-95.2821,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",34.333794,-98.06368,CRUDE OIL,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,35.500176,-119.811758,CRUDE OIL,YES,CARBON STEEL,MECHANICAL PUNCTURE
2015,"ONEOK NGL PIPELINE, LLC",36.774347,-97.756557,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",39.37571,-95.26018,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,28.10406,-90.79237,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,COLONIAL PIPELINE CO,29.71897,-95.1793,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,35.449592,-100.105372,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,39.84515,-75.4202,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2015,PHILLIPS 66 PIPELINE LLC,29.9912,-93.990804,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,35.551979,-89.43181,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,WYOMING PIPELINE COMPANY,43.788761,-104.415602,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",40.609164,-74.239114,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,31.436508,-94.759262,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,35.986205,-96.745943,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER
2015,"CCPS TRANSPORTATION, LLC",40.944856,-88.644669,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,31.648653,-90.594702,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,MARATHON PIPE LINE LLC,31.648653,-90.594702,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,EXXONMOBIL PIPELINE CO,30.006233,-90.857162,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,ENTERPRISE CRUDE PIPELINE LLC,29.7632,-96.14942,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,MARATHON PIPE LINE LLC,41.508897,-87.446008,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",41.532684,-83.493076,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,30.315859,-97.012587,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ROSE ROCK MIDSTREAM L.P.,36.0146585,-96.755643,CRUDE OIL,NO,CARBON STEEL,OTHER
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",47.689461,-95.409416,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,DOUBLE H,42.226368,-104.717467,CRUDE OIL,YES,CARBON STEEL,OVERFILL OR OVERFLOW
2015,COLONIAL PIPELINE CO,35.48374,-80.73542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",41.255797,-82.397732,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"ONEOK NGL PIPELINE, LLC",34.12899,-96.46764,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"TALLGRASS PONY EXPRESS PIPELINE, LLC",41.828677,-104.352722,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",31.54706,-97.03784,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",31.54706,-97.03784,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,29.911449,-94.009073,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,38.622839,-93.225229,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"MAGELLAN PIPELINE COMPANY, LP",42.53632,-96.35816,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,"WHITE CLIFFS PIPELINE, LLC",37.6754,-98.44498,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",41.299079,-87.744857,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW
2015,KINDER MORGAN WINK PIPELINE LP,32.475,-101.663676,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,BELLE FOURCHE PIPELINE CO,47.582544,-103.602865,CRUDE OIL,YES,CARBON STEEL,MECHANICAL PUNCTURE
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",46.359919,-89.506797,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",35.47321,-119.74096,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,EXXONMOBIL PIPELINE CO,29.646875,-96.518653,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,32.018203,-102.025425,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,34.84676,-92.09123,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,EXXONMOBIL OIL CORP - WEST COAST,33.734846,-118.272297,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,40.136819,-104.509592,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,39.89486,-75.26061,CRUDE OIL,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,ENTERPRISE PRODUCTS OPERATING LLC,30.18156,-90.9603,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,PHILLIPS 66 PIPELINE LLC,32.407275,-102.884611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",46.688674,-92.055463,CRUDE OIL,NO,CARBON STEEL,LEAK
2015,"BUCKEYE PARTNERS, LP",40.608328,-74.240044,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,CARBON STEEL,LEAK
2015,SUNOCO PIPELINE L.P.,39.84512,-75.420378,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,KINDER MORGAN CO2 CO. LP,32.757835,-100.960956,CO2 (CARBON DIOXIDE),NO,CARBON STEEL,LEAK
2015,ENTERPRISE CRUDE PIPELINE LLC,31.43284,-102.43828,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,ENBRIDGE STORAGE (CUSHING) L.L.C.,35.93444,-96.752126,CRUDE OIL,NO,CARBON STEEL,OVERFILL OR OVERFLOW
2015,COLONIAL PIPELINE CO,30.71116,-91.28204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,NO,CARBON STEEL,LEAK
2015,KINDER MORGAN COCHIN LLC,46.370782,-97.467557,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK
2015,WEST TEXAS GULF PIPELINE CO,31.88918,-96.63953,CRUDE OIL,YES,CARBON STEEL,LEAK
2015,"PLAINS PIPELINE, L.P.",32.01202,-102.01668,CRUDE OIL,YES,CARBON STEEL,LEAK
