,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
14,2021,"FIELDWOOD ENERGY, LLC",29.203056,-89.043611,CRUDE OIL,6.0,0.0,4.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,29.203056,-89.043611,0.02,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,2.0
20,2021,"WILLIAMS OLEFINS FEEDSTOCK PIPELINES, LLC",30.271667,-93.1575,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,211.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,30.27534,-93.157226,0.95,nearest_street,3416,Luke Powers Rd,,,Lake Charles,LA,Calcasieu Parish,70615,US,TIGER/Line® dataset from the US Census Bureau,211.0
24,2021,"WILLIAMS OLEFINS FEEDSTOCK PIPELINES, LLC",30.31126,-92.8779,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,17.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,30.313478,-92.877772,0.96,nearest_street,19464,Rostrom Rd,,,Welsh,LA,Jefferson Davis Parish,70591,US,TIGER/Line® dataset from the US Census Bureau,17.0
108,2021,COLONIAL PIPELINE CO,30.711073,-91.281434,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.7,0.0,1.7,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,30.716977,-91.28196,0.94,nearest_street,1289,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
115,2021,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.31801,-91.30951,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,153.4,15.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,30.322448,-91.308656,0.94,nearest_street,60801,State Rte 1148,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,168.4
130,2021,COLONIAL PIPELINE CO,30.528829,-91.746864,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.5,0.0,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
131,2021,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,30.08247,-90.92077,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.46,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.077009,-90.920028,0.94,nearest_street,21249,Lapice Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.46
151,2021,PHILLIPS 66 PIPELINE LLC,30.152075,-93.340114,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.97,0.0,0.97,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,30.14894,-93.342342,0.95,nearest_street,1688,Paktank Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
166,2020,"SHELL PIPELINE CO., L.P.",30.069722,-93.52,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0.2,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.080211,-93.522472,0.91,nearest_street,8099,Gum Cove Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.4
201,2020,HARVEST MIDSTREAM COMPANY,29.29937222,-90.64919444,CRUDE OIL,0.3,0.0,0.3,NO,,NO,,NO,CARBON STEEL,OTHER,,29.299225,-90.648916,1.0,rooftop,7394,Highway 56,,,Chauvin,LA,Terrebonne Parish,70344,US,Terrebonne,0.0
215,2020,ENTERPRISE PRODUCTS OPERATING LLC,30.164743,-93.351383,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,60.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,30.168965,-93.350809,0.95,nearest_street,5500,State Rte 1133,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,60.0
219,2020,CITGO PRODUCTS PIPELINE CO,30.179177,-93.343775,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.35,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.183643,-93.346635,0.94,nearest_street,4500,State Rte 1133,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,0.35
223,2020,COLONIAL PIPELINE CO,30.44457431,-92.29073641,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.65,0.0,1.65,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.443749,-92.291938,0.97,nearest_street,2140,Britany Hwy,,,Church Point,LA,Acadia Parish,70525,US,TIGER/Line® dataset from the US Census Bureau,0.0
226,2020,EXXONMOBIL PIPELINE CO,30.007067,-90.859229,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.007154,-90.859447,1.0,rooftop,6827,Locap Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
242,2020,"DENBURY ONSHORE, LLC",30.53251,-90.80213,CO2 (CARBON DIOXIDE),161.0,361.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.531999,-90.802884,0.99,rooftop,31046,Cane Market Rd,,,Walker,LA,Livingston Parish,70785,US,City of Denham Springs,522.0
255,2020,CHEVRON PIPE LINE CO,29.373971,-89.550838,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.364225,-89.554254,0.92,nearest_street,100,Tanglewood Loop,,,Buras,LA,Plaquemines Parish,70041,US,TIGER/Line® dataset from the US Census Bureau,0.0
274,2020,"FIELDWOOD ENERGY, LLC",29.25617816,-89.96341906,CRUDE OIL,458.0,0.0,458.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.25639,-89.962229,0.99,rooftop,4421,Ln,,,Grand Isle,LA,Jefferson Parish,70358,US,Jefferson Parish,0.0
287,2020,COLONIAL PIPELINE CO,30.16952675,-93.33621583,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.5,0.0,0.5,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.168977,-93.337187,0.97,nearest_street,1950,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
297,2020,COLONIAL PIPELINE CO,30.71092529,-91.28375472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,30.70994,-91.288201,0.95,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
307,2020,EXXONMOBIL PIPELINE CO,30.475309,-91.220828,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,33.0,5117.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.475013,-91.220372,0.98,nearest_street,1308,Lafiton Ln,,,Port Allen,LA,West Baton Rouge Parish,70767,US,TIGER/Line® dataset from the US Census Bureau,5150.0
316,2020,PLANTATION PIPE LINE CO,30.484245,-91.192393,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.9,0.0,1.9,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.484245,-91.192393,0.24,nearest_place,,,,,Baton Rouge,LA,East Baton Rouge Parish,70805,US,TIGER/Line® dataset from the US Census Bureau,0.0
320,2020,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,32.846528,-92.557658,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.5,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.856369,-92.550379,0.91,nearest_street,295,Parish Rd 3306,,,Spearsville,LA,Union Parish,71277,US,TIGER/Line® dataset from the US Census Bureau,0.5
322,2020,ENTERPRISE PRODUCTS OPERATING LLC,30.279879,-91.917168,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.280588,-91.917149,1.0,rooftop,222,Hunter's Point Cir Cir,,,Breaux Bridge,LA,St. Martin Parish,70517,US,St Martin,0.1
329,2020,COLONIAL PIPELINE CO,30.52882946,-91.74686368,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.7,0.0,3.7,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
362,2020,"CRIMSON GULF, LLC",29.24385278,-88.98166667,CRUDE OIL,0.3,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.243853,-88.981667,0.02,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,0.3
374,2020,PERMIAN EXPRESS PARTNERS LLC,32.35292,-93.67785,CRUDE OIL,0.47,0.0,0.47,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.351661,-93.681141,0.95,nearest_street,11659,Parish Rd 26,,,Shreveport,LA,Caddo Parish,71115,US,TIGER/Line® dataset from the US Census Bureau,0.0
414,2020,MARATHON PIPE LINE LLC,30.01329,-90.859444,CRUDE OIL,38.1,0.0,33.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.012264,-90.853782,0.94,nearest_street,6598,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,5.0
434,2020,PERMIAN EXPRESS PARTNERS LLC,30.47638,-91.21974,CRUDE OIL,3.5,0.0,3.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.474971,-91.219408,0.97,nearest_street,1183,Lafiton Ln,,,Port Allen,LA,West Baton Rouge Parish,70767,US,TIGER/Line® dataset from the US Census Bureau,0.0
441,2020,COLONIAL PIPELINE CO,29.691598,-89.979277,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.690594,-89.982436,0.96,nearest_street,15367,State Rte 23,,,Belle Chasse,LA,Plaquemines Parish,70037,US,TIGER/Line® dataset from the US Census Bureau,0.0
452,2020,PLANTATION PIPE LINE CO,30.54807,-91.16478,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,30.550198,-91.164992,0.96,nearest_street,2761,Gore Rd,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,TIGER/Line® dataset from the US Census Bureau,0.0
453,2020,"SHELL PIPELINE CO., L.P.",30.02,-90.32222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,260.0,0.0,83.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.02,-90.32222,0.12,nearest_place,,,,,Kenner,LA,St. Charles Parish,70062,US,TIGER/Line® dataset from the US Census Bureau,177.0
455,2020,ENTERPRISE PRODUCTS OPERATING LLC,30.1644,-93.3512,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,11.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,30.168965,-93.350809,0.94,nearest_street,5500,State Rte 1133,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,11.0
462,2020,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.318274,-91.30897,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.322448,-91.308656,0.95,nearest_street,60801,State Rte 1148,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,0.1
464,2020,EXXONMOBIL PIPELINE CO,30.17291,-90.78796,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.34,1.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.173831,-90.788417,0.99,rooftop,7000,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,1.34
465,2020,"CALUMET LUBRICANTS CO., L. P.",32.87524,-93.43614,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.878358,-93.437511,0.95,nearest_street,335,Thomasville Rd,,,Sarepta,LA,Webster Parish,71071,US,TIGER/Line® dataset from the US Census Bureau,0.7
494,2019,HARVEST MIDSTREAM COMPANY,29.365959,-89.53902,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,29.360356,-89.54058,0.94,nearest_street,35105,Hwy 11,,,Buras,LA,Plaquemines Parish,70041,US,TIGER/Line® dataset from the US Census Bureau,0.0
497,2019,EXXONMOBIL PIPELINE CO,30.173239,-90.788605,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,7.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.173831,-90.788417,1.0,rooftop,7000,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,7.0
524,2019,DIXIE PIPELINE COMPANY LLC,30.4963,-91.561273,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,10.0,0.1,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.49633,-91.560632,1.0,rooftop,8369,Belmont Ln,,,Maringouin,LA,Pointe Coupee Parish,70757,US,Pointe Coupee,10.0
540,2019,"BAYOU BRIDGE PIPELINE, LLC",30.10774,-91.79631,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.106882,-91.796237,0.99,rooftop,1254,Burton Plantation Hwy Hwy,,,Saint Martinville,LA,St. Martin Parish,70582,US,St Martin,0.0
564,2019,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.318165,-91.309541,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.322448,-91.308656,0.95,nearest_street,60801,State Rte 1148,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,0.1
579,2019,PHILLIPS 66 CO ALLIANCE REFINERY,29.6775,-89.97916,CRUDE OIL,1195.0,0.0,1195.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.677009,-89.980757,0.97,nearest_street,15743,State Rte 23,,,Belle Chasse,LA,Plaquemines Parish,70037,US,TIGER/Line® dataset from the US Census Bureau,0.0
636,2019,HARVEST MIDSTREAM COMPANY,29.36959,-89.53902,CRUDE OIL,5.0,0.0,4.5,NO,,NO,,YES,CARBON STEEL,OTHER,,29.36054,-89.541606,0.92,nearest_street,100,Eymard Ln,,,Buras,LA,Plaquemines Parish,70041,US,TIGER/Line® dataset from the US Census Bureau,0.5
640,2019,COLONIAL PIPELINE CO,30.528829,-91.746864,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
663,2019,COX OPERATING LLC ,28.865556,-89.277778,CRUDE OIL,0.23,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.865556,-89.277778,0.02,nearest_place,,,,,Venice,LA,,70091,US,TIGER/Line® dataset from the US Census Bureau,0.23
685,2019,"SHELL PIPELINE CO., L.P.",29.622572,-90.689097,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.622507,-90.6897,1.0,rooftop,1617,Coteau Rd,,,Houma,LA,Terrebonne Parish,70364,US,Terrebonne,0.0
686,2019,EXXONMOBIL PIPELINE CO,30.173127,-90.787278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,18.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,30.174097,-90.78772,0.99,rooftop,7009,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,18.0
690,2019,PHILLIPS 66 PIPELINE LLC,30.1671,-90.8025,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.01,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,30.1685,-90.802347,0.99,rooftop,47539,Texaco Rd,,,Sorrento,LA,Ascension Parish,70778,US,Ascension,1.01
705,2019,EXXONMOBIL PIPELINE CO,30.010793,-90.860891,CRUDE OIL,18.0,0.0,18.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.010599,-90.860899,1.0,rooftop,6800,Exxon Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
720,2019,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,29.94022,-90.4816,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,23.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,29.94022,-90.4816,0.11,nearest_place,,,,,Killona,LA,St. Charles Parish,70066,US,TIGER/Line® dataset from the US Census Bureau,23.1
721,2019,ENTERPRISE PRODUCTS OPERATING LLC,32.463,-93.7874,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.462804,-93.786878,0.98,nearest_street,5366,Alto Vista St,,,Shreveport,LA,Caddo Parish,71109,US,TIGER/Line® dataset from the US Census Bureau,0.0
722,2019,"SHELL PIPELINE CO., L.P.",29.156667,-90.175711,CRUDE OIL,297.0,0.0,297.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.157557,-90.178477,0.96,nearest_street,110,A O Rappelet Rd,,,Golden Meadow,LA,Lafourche Parish,70357,US,TIGER/Line® dataset from the US Census Bureau,0.0
731,2019,"DELEK LOGISTICS OPERATING, LLC.",32.35415,-93.67843,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,32.351661,-93.681141,0.95,nearest_street,11659,Parish Rd 26,,,Shreveport,LA,Caddo Parish,71115,US,TIGER/Line® dataset from the US Census Bureau,0.0
743,2019,"PLAINS PIPELINE, L.P.",32.068361,-91.544865,CRUDE OIL,89.0,0.0,89.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.064085,-91.545577,0.95,nearest_street,1013,Hwy 572,,,Gilbert,LA,Franklin Parish,71336,US,TIGER/Line® dataset from the US Census Bureau,0.0
745,2019,CHEVRON PIPE LINE CO,28.867303,-90.490614,CRUDE OIL,0.14,0.0,0.14,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,28.867303,-90.490614,0.02,nearest_place,,,,,Golden Meadow,LA,,70357,US,TIGER/Line® dataset from the US Census Bureau,0.0
747,2019,"SHELL PIPELINE CO., L.P.",29.622572,-90.689097,CRUDE OIL,14.1,0.0,14.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.622507,-90.6897,1.0,rooftop,1617,Coteau Rd,,,Houma,LA,Terrebonne Parish,70364,US,Terrebonne,0.0
801,2019,"SHELL PIPELINE CO., L.P.",29.373333,-89.549166,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.364225,-89.554254,0.92,nearest_street,100,Tanglewood Loop,,,Buras,LA,Plaquemines Parish,70041,US,TIGER/Line® dataset from the US Census Bureau,0.0
807,2019,COLONIAL PIPELINE CO,29.895589,-89.725528,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,0.0,0.7,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,29.895589,-89.725528,0.12,nearest_place,,,,,Verret,LA,St. Bernard Parish,70085,US,TIGER/Line® dataset from the US Census Bureau,0.0
843,2019,ENTERPRISE PRODUCTS OPERATING LLC,30.124288,-90.769533,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.123859,-90.76879,0.99,rooftop,4147,Airline Hwy 61 Hwy,,,Gramercy,LA,St. James Parish,70052,US,St James,0.1
844,2019,VALERO PARTNERS OPERATING CO. LLC,30.93470583,-89.88136224,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.26,0.0,0.26,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,30.935181,-89.881733,0.98,nearest_street,60632,Monroe Creek Rd,,,Angie,LA,Washington Parish,70426,US,TIGER/Line® dataset from the US Census Bureau,0.0
847,2019,ENTERPRISE PRODUCTS OPERATING LLC,30.124288,-90.769533,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,14.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.123859,-90.76879,0.99,rooftop,4147,Airline Hwy 61 Hwy,,,Gramercy,LA,St. James Parish,70052,US,St James,14.0
848,2019,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.318016,-91.309608,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,126.0,2372.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.322448,-91.308656,0.94,nearest_street,60801,State Rte 1148,,,Plaquemine,LA,Iberville Parish,70764,US,TIGER/Line® dataset from the US Census Bureau,2498.0
856,2019,"CRIMSON GULF, LLC",29.423332,-89.990277,CRUDE OIL,0.1,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.423332,-89.990277,0.04,nearest_place,,,,,Grand Isle,LA,Jefferson Parish,70358,US,TIGER/Line® dataset from the US Census Bureau,0.1
867,2019,ENTERPRISE PRODUCTS OPERATING LLC,30.221783,-91.031425,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,623.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,30.229326,-91.025112,0.92,nearest_street,31098,Terminal Ct,,,Geismar,LA,Ascension Parish,70734,US,TIGER/Line® dataset from the US Census Bureau,623.0
882,2018,MARATHON PIPE LINE LLC,30.013326,-90.860244,CRUDE OIL,30.0,0.0,27.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.012264,-90.853782,0.94,nearest_street,6598,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,2.1000000000000014
940,2018,ENTERPRISE PRODUCTS OPERATING LLC,30.221896,-91.767181,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,117.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,RUPTURE,,30.221896,-91.767181,0.68,nearest_place,,,,,Saint Martinville,LA,St. Martin Parish,70582,US,TIGER/Line® dataset from the US Census Bureau,117.0
948,2018,"BOARDWALK LOUISIANA MIDSTREAM, LLC",30.25032818,-93.4056924,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,30.249692,-93.401929,0.95,nearest_street,300,Kim St,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,0.1
953,2018,"GENESIS PIPELINE USA, L.P.",30.63515,-91.27909,CRUDE OIL,100.0,0.0,100.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.63461,-91.278285,0.99,rooftop,1200-1300,W Mt Pleasant Rd,,,Zachary,LA,East Baton Rouge Parish,70791,US,East Baton Rouge Parish,0.0
960,2018,"CRIMSON GULF, LLC",29.203019,-89.04394,CRUDE OIL,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,29.203019,-89.04394,0.02,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,0.1
985,2018,EXXONMOBIL PIPELINE CO,30.006152,-90.857283,CRUDE OIL,0.54,0.0,0.54,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,30.007161,-90.856713,0.99,rooftop,6741,Locap Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
