,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
3980,2011,CHEVRON PIPE LINE CO,29.781516,-90.523835,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.89,0.0,0.0,NO,,NO,,NO,,LEAK,OTHER,29.781328,-90.52464,0.99,nearest_street,,US 90,,,Raceland,LA,Lafourche Parish,70394,US,TIGER/Line® dataset from the US Census Bureau,0.89
4040,2011,CHEVRON PETROCHEMICAL PIPELINE LLC,30.354517,-92.709983,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5.23,500.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.355141,-92.70562,0.95,nearest_street,22235,Raymond Hwy,,,Jennings,LA,Jefferson Davis Parish,70546,US,TIGER/Line® dataset from the US Census Bureau,505.23
4060,2011,PLANTATION PIPE LINE CO,30.54741,-90.16677,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,NO,,NO,,,,LEAK,SEAL OR PACKING,30.546697,-90.16619,0.98,nearest_street,77000,Sharp Rd,,,Covington,LA,St. Tammany Parish,70435,US,TIGER/Line® dataset from the US Census Bureau,0.0
4073,2011,"DENBURY GULF COAST PIPELINES, LLC",30.32637,-93.35268,CO2 (CARBON DIOXIDE),8.36,18.14,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.326005,-93.352959,0.98,nearest_street,341,Bankens Rd,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,26.5
4114,2011,CHEVRON PIPE LINE CO,29.3753,-89.3561,CRUDE OIL,79.0,0.0,79.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.3753,-89.3561,0.08,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,0.0
4116,2011,COLONIAL PIPELINE CO,30.16954,-93.33639,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.74,0.0,1.74,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.168977,-93.337187,0.98,nearest_street,1950,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
4148,2010,"DENBURY ONSHORE, LLC",30.4342,-92.9503,CO2 (CARBON DIOXIDE),0.29,70191.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.438112,-92.950023,0.95,nearest_street,19786,Parish Line Rd,,,Kinder,LA,Jefferson Davis Parish,70648,US,TIGER/Line® dataset from the US Census Bureau,70191.29
4197,2010,"SHELL PIPELINE CO., L.P.",30.06066,-93.55077,CRUDE OIL,1030.0,0.0,495.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,30.06066,-93.55077,0.05,nearest_place,,,,,Vinton,LA,Calcasieu Parish,70668,US,TIGER/Line® dataset from the US Census Bureau,535.0
4231,2010,ENTERPRISE PRODUCTS OPERATING LLC,30.11356,-92.254,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.115028,-92.25924,0.94,nearest_street,2461,Dubose Rd,,,Rayne,LA,Vermilion Parish,70578,US,TIGER/Line® dataset from the US Census Bureau,1.0
4245,2010,"PLAINS MARKETING, L.P.",30.0016,-90.8521,CRUDE OIL,161.0,0.0,161.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.00574,-90.853178,0.95,nearest_street,6427,Falgoust St,,,Vacherie,LA,St. James Parish,70090,US,TIGER/Line® dataset from the US Census Bureau,0.0
4252,2010,DIXIE PIPELINE,30.496161,-91.560667,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,382.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.49633,-91.560632,1.0,rooftop,8369,Belmont Ln,,,Maringouin,LA,Pointe Coupee Parish,70757,US,Pointe Coupee,382.0
4272,2010,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,30.02609,-90.85108,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,NO,,LEAK,PINHOLE,30.025449,-90.850925,1.0,rooftop,6233,Fabco Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
4315,2010,MARATHON PIPE LINE LLC,28.711239,-89.437681,CRUDE OIL,0.52,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,28.711239,-89.437681,0.01,nearest_place,,,,,Venice,LA,,70091,US,TIGER/Line® dataset from the US Census Bureau,0.52
4322,2010,"SHELL PIPELINE CO., L.P.",30.124278,-90.768367,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.123948,-90.768649,1.0,rooftop,4145,Airline Hwy 61 Hwy,,,Gramercy,LA,St. James Parish,70052,US,St James,0.24
4325,2010,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,29.95687,-90.71667,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.19,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,29.95899,-90.711288,0.94,nearest_street,29099,N Coteau Rd,,,Vacherie,LA,St. James Parish,70090,US,TIGER/Line® dataset from the US Census Bureau,0.19
4335,2010,CONOCOPHILLIPS,30.239547,-93.277717,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,2.99,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.237535,-93.277473,0.99,nearest_street,,I 10,,,Westlake,LA,Calcasieu Parish,70669,US,TIGER/Line® dataset from the US Census Bureau,0.009999999999999787
4337,2010,"SHELL PIPELINE CO., L.P.",30.0124001,-90.4019001,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,10.7,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,30.013358,-90.406324,0.95,nearest_street,817,Good Hope St,,,Norco,LA,St. Charles Parish,70079,US,TIGER/Line® dataset from the US Census Bureau,10.7
4354,2010,"PETROLOGISTICS OLEFINS, LLC",30.19071,-91.18293,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.31,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.192542,-91.174126,0.93,nearest_street,56600,Eureka Rd,,,White Castle,LA,Iberville Parish,70788,US,TIGER/Line® dataset from the US Census Bureau,1.31
4369,2010,"SHELL PIPELINE CO., L.P.",30.0119001,-90.8508001,CRUDE OIL,125.0,0.0,125.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.012264,-90.853782,0.96,nearest_street,6598,Department of Energy Rd,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
4387,2010,MARATHON PIPE LINE LLC,30.70863,-91.27566,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,13.0,0.0,13.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.707886,-91.274116,0.99,rooftop,922,Highway 61,,,Jackson,LA,East Feliciana Parish,70748,US,East Feliciana,0.0
4403,2010,CHEVRON PIPE LINE CO,29.2564,-89.1883,CRUDE OIL,400.0,0.0,185.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,29.2564,-89.1883,0.05,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,215.0
4411,2010,CONOCOPHILLIPS,30.15957,-93.33989,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,YES,,LEAK,PINHOLE,30.158016,-93.342567,0.96,nearest_street,2252,Davison Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
4416,2010,PLANTATION PIPE LINE CO,30.54741,-90.16677,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.47,0.0,0.47,NO,,NO,,,CARBON STEEL,LEAK,CONNECTION FAILURE,30.546697,-90.16619,0.98,nearest_street,77000,Sharp Rd,,,Covington,LA,St. Tammany Parish,70435,US,TIGER/Line® dataset from the US Census Bureau,0.0
4418,2010,CONOCOPHILLIPS,30.241,-93.27546,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,YES,,LEAK,SEAL OR PACKING,30.237687,-93.275234,0.98,nearest_street,,I 10,,,Westlake,LA,Calcasieu Parish,70669,US,TIGER/Line® dataset from the US Census Bureau,0.0
4419,2010,COLONIAL PIPELINE CO,30.71121,-91.28349,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.35,0.0,1.35,NO,,NO,,,,LEAK,CRACK,30.70994,-91.288201,0.95,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
4434,2010,EXXONMOBIL PIPELINE CO,30.17319,-90.78774,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.31,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.173831,-90.788417,0.99,rooftop,7000,Hwy 3140th Ext,,,Saint Amant,LA,Ascension Parish,70774,US,Ascension,0.31
4435,2010,COLONIAL PIPELINE CO,30.16801,-93.34001,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7.88,0.0,7.08,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.168977,-93.337187,0.96,nearest_street,1950,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.7999999999999998
4451,2010,PLANTATION PIPE LINE CO,30.54741,-90.16677,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.64,0.0,0.64,NO,,NO,,,,LEAK,SEAL OR PACKING,30.546697,-90.16619,0.98,nearest_street,77000,Sharp Rd,,,Covington,LA,St. Tammany Parish,70435,US,TIGER/Line® dataset from the US Census Bureau,0.0
4452,2010,"SHELL PIPELINE CO., L.P.",30.0795,-92.7465,CRUDE OIL,5.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.081831,-92.741123,0.94,nearest_street,4000,Byler Rd,,,Lake Arthur,LA,Jefferson Davis Parish,70549,US,TIGER/Line® dataset from the US Census Bureau,5.0
4458,2010,LOOP INC,29.47,-90.25444,CRUDE OIL,202.0,0.0,202.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,29.47,-90.25444,0.13,nearest_place,,,,,Galliano,LA,Lafourche Parish,70354,US,TIGER/Line® dataset from the US Census Bureau,0.0
4462,2010,PLANTATION PIPE LINE CO,30.78251,-90.75851,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,6.76,0.0,6.76,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.782328,-90.758129,0.98,nearest_street,500,Pumping Station Rd,,,Greensburg,LA,St. Helena Parish,70441,US,TIGER/Line® dataset from the US Census Bureau,0.0
4472,2010,"SHELL PIPELINE CO., L.P.",30.1724,-90.782,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.49,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,30.160775,-90.788907,0.9,nearest_street,6372,Hwy 3140 Exd,,,Sorrento,LA,Ascension Parish,70778,US,TIGER/Line® dataset from the US Census Bureau,3.49
4479,2010,TARGA RESOURCES OPERATING LP,30.25989,-93.20991,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2237.0,25.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.269225,-93.211299,0.92,nearest_street,2631,S Perkins Ferry Rd,,,Lake Charles,LA,Calcasieu Parish,70611,US,TIGER/Line® dataset from the US Census Bureau,2262.0
4487,2010,"PETROLOGISTICS OLEFINS, LLC",30.1824,-93.3524,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.0,0.0,0.0,NO,,NO,,,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,30.183633,-93.350864,0.96,nearest_street,1300,State Rte 108,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,2.0
