,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
2617,2014,"BUCKEYE PARTNERS, LP",40.536111,-74.256944,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.19,0.0,0.19,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,40.537295,-74.255893,0.99,rooftop,1250,State St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
2653,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.5
2676,2014,"BUCKEYE PARTNERS, LP",40.612444,-74.241097,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,40.613012,-74.241009,1.0,rooftop,730,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",9.0
2703,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.9,0.0,0.0,NO,,NO,,YES,,OTHER,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",1.9
2704,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.58061,-74.2147,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,40.580159,-74.21459,1.0,rooftop,377,Roosevelt Ave,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
2709,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.02,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.02
2711,2014,"BUCKEYE PARTNERS, LP",40.563565,-74.245512,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.4,0.0,2.4,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,40.567606,-74.248284,0.94,nearest_street,528,Port Reading Ave,,,Port Reading,NJ,Middlesex County,7064,US,TIGER/Line® dataset from the US Census Bureau,0.0
2725,2014,"BUCKEYE PARTNERS, LP",40.609186,-74.239401,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,143.0,0.0,130.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,40.609437,-74.240886,0.99,rooftop,1301,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",13.0
2738,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.1,0.0,1.1,NO,,NO,,YES,,OTHER,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
2771,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.58547,-74.21357,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.67,0.0,0.67,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.585429,-74.215168,0.99,rooftop,48,Lefferts St,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
2772,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.06,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.06
2835,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.01,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.01
2843,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.54,0.0,0.54,NO,,NO,,YES,,LEAK,SEAL OR PACKING,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
2977,2014,"BUCKEYE PARTNERS, LP",40.609319,-74.239141,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,40.609437,-74.240886,0.99,rooftop,1301,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3000,2014,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0.0,0.12,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3021,2014,"BUCKEYE PARTNERS, LP",40.609013,-74.239568,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,NO,,NO,,NO,,LEAK,CRACK,40.609437,-74.240886,0.99,rooftop,1301,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3071,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,0.5,NO,,NO,,NO,,OTHER,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.5
3082,2013,BP USFO/LOGISTICS,40.588583,-74.21558,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.08,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,40.586732,-74.216357,0.96,nearest_street,22,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.08
3119,2013,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.6082833,-74.2117528,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.81,0.0,1.43,NO,,NO,,YES,,OTHER,,40.604019,-74.211517,0.95,nearest_street,4803,Wood Ave,,,Linden,NJ,Union County,7036,US,TIGER/Line® dataset from the US Census Bureau,2.38
3136,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,6.0,0.0,6.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3147,2013,"BUCKEYE PARTNERS, LP",40.605222,-74.23907,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.85,0.0,1.83,NO,,NO,,NO,,LEAK,OTHER,40.605797,-74.239371,1.0,rooftop,2650,Marshes Dock Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.020000000000000018
3151,2013,COLONIAL PIPELINE CO,40.57741,-74.24819,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,YES,,LEAK,SEAL OR PACKING,40.576956,-74.247,0.99,nearest_street,,I 95,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3162,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,80.0,0.0,80.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3187,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.02,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.02
3201,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.28,0.0,0.28,NO,,NO,,,,LEAK,SEAL OR PACKING,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3214,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.24,NO,,NO,,,,OVERFILL OR OVERFLOW,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.24
3232,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,,,LEAK,SEAL OR PACKING,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3236,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,,,OVERFILL OR OVERFLOW,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3272,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59063,-74.21935,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.83,0.0,0.83,NO,,NO,,,,LEAK,SEAL OR PACKING,40.587227,-74.218749,0.95,nearest_street,65,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3285,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59063,-74.21935,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.59,0.0,0.59,NO,,NO,,,,LEAK,CONNECTION FAILURE,40.587227,-74.218749,0.95,nearest_street,65,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3299,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,,,LEAK,OTHER,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3355,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.21,0.0,1.21,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,40.585429,-74.215168,0.99,rooftop,48,Lefferts St,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3371,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,40.585429,-74.215168,0.99,rooftop,48,Lefferts St,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3381,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1100.0,0.0,1100.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3390,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.0,0.0,4.0,NO,,NO,,YES,,LEAK,CRACK,40.585429,-74.215168,0.99,rooftop,48,Lefferts St,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3456,2012,"BUCKEYE PARTNERS, LP",40.505602,-74.642893,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,48.0,0.0,16.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,40.50552,-74.642929,1.0,rooftop,417,US Highway 206,,,Hillsborough,NJ,Somerset County,8844,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",32.0
3458,2012,HARBOR PIPELINE CO,40.6084,-74.2222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.3,0.0,5.3,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,40.609741,-74.221933,0.99,rooftop,3700,Tremley Pt Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3490,2012,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.608272,-74.208518,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,40.604019,-74.211517,0.94,nearest_street,4803,Wood Ave,,,Linden,NJ,Union County,7036,US,TIGER/Line® dataset from the US Census Bureau,0.0
3542,2012,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.608277,-74.221761,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.71,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.607559,-74.221118,0.99,rooftop,4000,Tremley Pt Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3544,2012,"KINDER MORGAN LIQUID TERMINALS, LLC",40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0.0,0.02,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,40.52253,-74.254623,1.0,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.09999999999999999
3548,2012,COLONIAL PIPELINE CO,40.57704,-74.2498,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.38,0.0,0.38,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,40.575644,-74.248229,0.99,nearest_street,,I 95,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3645,2012,"KINDER MORGAN LIQUID TERMINALS, LLC",40.352903,-74.125619,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,53.18,0.0,53.18,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,40.35275,-74.125806,1.0,rooftop,628,Middletown Lincroft Rd,,,Lincroft,NJ,Monmouth County,7738,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3657,2012,BP USFO/LOGISTICS,40.588225,-74.222514,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,NO,,NO,,NO,,LEAK,SEAL OR PACKING,40.587853,-74.221678,0.99,rooftop,35,Hayward Ave,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3668,2012,"BUCKEYE PARTNERS, LP",40.608511,-74.239999,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,0.0,0.17,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,40.609437,-74.240886,0.99,rooftop,1301,Lower Rd,,,Linden,NJ,Union County,7036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3676,2012,"KINDER MORGAN LIQUID TERMINALS, LLC",40.352903,-74.125619,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,35.26,0.0,35.26,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,40.35275,-74.125806,1.0,rooftop,628,Middletown Lincroft Rd,,,Lincroft,NJ,Monmouth County,7738,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3721,2012,"KINDER MORGAN LIQUID TERMINALS, LLC",40.523327,-74.256013,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.5,0.0,0.4,NO,,NO,,NO,CARBON STEEL,OTHER,,40.52253,-74.254623,0.99,rooftop,920,High St,,,Perth Amboy,NJ,Middlesex County,8861,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.09999999999999998
3722,2012,"KINDER MORGAN LIQUID TERMINALS, LLC",40.590763,-74.219353,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0.0,0.09,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,40.587227,-74.218749,0.95,nearest_street,65,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.03
3750,2012,COLONIAL PIPELINE CO,40.57729,-74.25051,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.4,0.0,5.4,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,40.575644,-74.248229,0.98,nearest_street,,I 95,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3782,2012,BP USFO/LOGISTICS,40.58888,-74.22233,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,75.0,0.0,64.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,40.587853,-74.221678,0.99,rooftop,35,Hayward Ave,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",11.0
3831,2011,BP USFO/LOGISTICS,40.588225,-74.222514,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,0.0,1.19,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,40.587853,-74.221678,0.99,rooftop,35,Hayward Ave,,,Carteret,NJ,Middlesex County,7008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
3849,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.591656,-74.22071,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.25,0.0,0.2,NO,,NO,,NO,,LEAK,PINHOLE,40.58716,-74.221486,0.94,nearest_street,83,Hayward Ave,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.04999999999999999
3875,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.590142,-74.215472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,40.588879,-74.212054,0.96,nearest_street,71,Lafayette St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3899,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.590422,-74.219078,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,YES,,OTHER,,40.587227,-74.218749,0.95,nearest_street,65,Beverly St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
3974,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59213,-74.21207,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,0.0,0.2,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,40.588879,-74.212054,0.95,nearest_street,71,Lafayette St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.03
4061,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.593267,-74.209978,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,23.0,0.0,8.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,40.588879,-74.212054,0.94,nearest_street,71,Lafayette St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,15.0
4075,2011,HARBOR PIPELINE CO,39.822925,-75.175452,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.19,0.0,0.19,NO,,NO,,NO,,LEAK,SEAL OR PACKING,39.822736,-75.174185,0.97,nearest_street,918,Jessup Rd,,,Thorofare,NJ,Gloucester County,8086,US,TIGER/Line® dataset from the US Census Bureau,0.0
4087,2011,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,40.606466,-74.209062,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,7.14,0.0,7.14,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.604019,-74.211517,0.95,nearest_street,4803,Wood Ave,,,Linden,NJ,Union County,7036,US,TIGER/Line® dataset from the US Census Bureau,0.0
4088,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59441,-74.216209,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,NO,,NO,,NO,,LEAK,OTHER,40.588879,-74.212054,0.93,nearest_street,71,Lafayette St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
4101,2011,"KINDER MORGAN LIQUID TERMINALS, LLC",40.59348,-74.210174,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,47.0,0.0,47.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,40.588879,-74.212054,0.94,nearest_street,71,Lafayette St,,,Carteret,NJ,Middlesex County,7008,US,TIGER/Line® dataset from the US Census Bureau,0.0
4120,2011,COLONIAL PIPELINE CO,39.81694,-75.20028,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.52,0.0,0.52,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,39.815508,-75.199887,0.99,rooftop,696,Mantua Grove Rd,,,West Deptford,NJ,Gloucester County,8066,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",0.0
