,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
4003,2011,WOLVERINE PIPELINE CO,41.4145,-87.7665,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,41.415063,-87.766423,1.0,rooftop,26137,S Ridgeland Ave,,,Monee,IL,Will County,60449,US,Will,3.0
4009,2011,WEST SHORE PIPELINE CO,42.26259,-89.17831,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,NO,,NO,,NO,,OTHER,,42.260192,-89.176865,0.96,nearest_street,7217,Cunningham Rd,,,Rockford,IL,Winnebago County,61102,US,TIGER/Line® dataset from the US Census Bureau,0.0
4011,2011,ONEOK NGL PIPELINE LP,41.639016,-88.124155,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,100.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,41.639511,-88.124045,1.0,rooftop,405,N Weber Rd,,,Romeoville,IL,Will County,60446,US,Will,100.0
4046,2011,MARATHON PIPE LINE LLC,38.792059,-89.079739,CRUDE OIL,0.15,0.0,0.15,NO,,NO,,NO,,LEAK,SEAL OR PACKING,38.794053,-89.08646,0.94,nearest_street,8798,US Hwy 51,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.0
4051,2011,MUSTANG PIPE LINE PARTNERS,40.5161701,-88.3192648,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,,LEAK,OTHER,40.515418,-88.315985,0.96,nearest_street,768,E 800N Rd,,,Melvin,IL,Ford County,60952,US,TIGER/Line® dataset from the US Census Bureau,0.0
4078,2011,"BUCKEYE PARTNERS, LP",41.7643,-87.8361,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,NO,,NO,,NO,,LEAK,CRACK,41.761907,-87.83613,0.96,nearest_street,8665,W 71st St,,,Summit-Argo,IL,Cook County,60501,US,TIGER/Line® dataset from the US Census Bureau,0.0
4102,2011,ENTERPRISE PRODUCTS OPERATING LLC,37.64416,-88.87876,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,88.1,0.0,85.7,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,37.643153,-88.878672,0.99,rooftop,3134,Doron Rd,,,Creal Springs,IL,Williamson County,62922,US,Williamson,2.3999999999999915
4122,2011,EXXONMOBIL PIPELINE CO,41.55455,-87.88425,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,,,LEAK,CONNECTION FAILURE,41.554344,-87.884536,1.0,rooftop,10961,W 183rd St,,,Mokena,IL,Will County,60448,US,Will,0.0
4139,2011,ONEOK NGL PIPELINE LP,41.410931,-88.345016,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,20.0,0.1,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,41.417052,-88.346887,0.93,nearest_street,4134,US Hwy 6,,,Morris,IL,Grundy County,60450,US,TIGER/Line® dataset from the US Census Bureau,20.1
4140,2010,MUSTANG PIPE LINE PARTNERS,41.6136,-88.0536,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,41.613822,-88.051077,0.96,nearest_street,14682,New Ave,,,Lockport,IL,Will County,60441,US,TIGER/Line® dataset from the US Census Bureau,0.0
4155,2010,WEST SHORE PIPELINE CO,41.63156,-88.04958,CRUDE OIL,1760.0,0.0,1760.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,41.63158,-88.049818,1.0,rooftop,RAILROAD,S New Ave,,,Lockport,IL,Will County,60441,US,Will,0.0
4165,2010,AMOCO OIL CO,38.848525,-90.084617,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,0.0,0.23,NO,,NO,,NO,,LEAK,SEAL OR PACKING,38.848872,-90.084167,0.98,nearest_street,200,N Old Edwardsville Rd,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau,0.0
4177,2010,"BUCKEYE PARTNERS, LP",38.94905,-89.75185,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,500.0,0.0,10.3,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,38.946742,-89.751129,0.96,nearest_street,11099,Bononi Rd,,,New Douglas,IL,Madison County,62074,US,TIGER/Line® dataset from the US Census Bureau,489.7
4212,2010,"KINDER MORGAN LIQUID TERMINALS, LLC",41.7678,-87.82972,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,41.762211,-87.829934,0.94,nearest_street,8360,71st St,,,Summit-Argo,IL,Cook County,60501,US,TIGER/Line® dataset from the US Census Bureau,0.0
4221,2010,MARATHON PIPE LINE LLC,37.644112,-88.877277,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.83,0.0,0.83,NO,,NO,,NO,,LEAK,SEAL OR PACKING,37.643153,-88.878672,0.99,rooftop,3134,Doron Rd,,,Creal Springs,IL,Williamson County,62922,US,Williamson,0.0
4240,2010,"BUCKEYE PARTNERS, LP",39.38235,-87.86195,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.71,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,39.381237,-87.861812,0.97,nearest_street,8124,E 1600th Rd,,,Martinsville,IL,Clark County,62442,US,TIGER/Line® dataset from the US Census Bureau,0.0
4248,2010,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",41.655265,-88.076523,CRUDE OIL,7538.0,0.0,7538.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,41.65509,-88.076285,1.0,rooftop,715,Parkwood Ave,,,Romeoville,IL,Will County,60446,US,Will,0.0
4293,2010,EXPLORER PIPELINE CO,38.82204,-90.07892,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,197.0,0.0,197.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,38.821295,-90.089402,0.92,nearest_street,1398,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
4303,2010,MARATHON PIPE LINE LLC,38.828047,-90.085713,CRUDE OIL,0.29,0.0,0.29,NO,,NO,,NO,,LEAK,OTHER,38.828038,-90.091031,0.95,nearest_street,628,S Olive Ave,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
4319,2010,EXPLORER PIPELINE CO,40.647936,-88.340732,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,40.647849,-88.33959,0.98,nearest_street,2094,N 3050 E Rd,,,Strawn,IL,Livingston County,61775,US,TIGER/Line® dataset from the US Census Bureau,0.0
4338,2010,MARATHON PIPE LINE LLC,39.506925,-88.065491,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,39.505595,-88.072491,0.94,nearest_street,9003,N County Rd 2150 E,,,Ashmore,IL,Coles County,61912,US,TIGER/Line® dataset from the US Census Bureau,0.0
4410,2010,"BUCKEYE PARTNERS, LP",41.1784,-87.8504,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,41.177739,-87.850257,1.0,rooftop,1423,E 4000N Rd,,,Bourbonnais,IL,Kankakee County,60914,US,Kankakee,0.0
4421,2010,BP PIPELINE (NORTH AMERICA) INC.,41.5569,-87.8861,CRUDE OIL,90.0,0.0,90.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,41.557119,-87.884202,0.97,nearest_street,10887,183rd St,,,Mokena,IL,Will County,60448,US,TIGER/Line® dataset from the US Census Bureau,0.0
4449,2010,"MAGELLAN PIPELINE COMPANY, LP",41.94352,-88.23353,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,0.0,0.12,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,41.942343,-88.23283,0.99,rooftop,5N207,Powis Rd,,,Wayne,IL,Dupage County,60184,US,Dupage,0.0
4464,2010,EXPLORER PIPELINE CO,38.82204,-90.07892,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,2.0,NO,,NO,,YES,,LEAK,CRACK,38.821295,-90.089402,0.92,nearest_street,1398,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,1.0
4474,2010,"CCPS TRANSPORTATION, LLC",40.16833,-90.56593,CRUDE OIL,0.19,0.0,0.19,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,40.167779,-90.566911,0.99,rooftop,13430,Pipeline Rd,,,Rushville,IL,Schuyler County,62681,US,Schuyler,0.0
