,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
80,2021,"PLAINS MARKETING, L.P.",38.794956,-89.069044,CRUDE OIL,10.0,0.0,9.9,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,38.793872,-89.067847,0.97,nearest_street,8825,Farthing Rd,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.09999999999999964
87,2021,MARATHON PIPE LINE LLC,39.32623,-87.89847,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,39.326101,-87.899147,0.98,nearest_street,12224,County Rd 600 E,,,Martinsville,IL,Clark County,62442,US,TIGER/Line® dataset from the US Census Bureau,0.0
105,2021,"CCPS TRANSPORTATION, LLC",40.943094,-88.644964,CRUDE OIL,0.95,0.0,0.95,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,40.943841,-88.643698,0.97,nearest_street,21766,N 1500 E Rd,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau,0.0
172,2020,MARATHON PIPE LINE LLC,39.2914,-87.7363,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,300.0,0.0,232.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,39.297444,-87.739379,0.93,nearest_street,10000,Fox Rd,,,Marshall,IL,Clark County,62441,US,TIGER/Line® dataset from the US Census Bureau,68.0
173,2020,ENTERPRISE PRODUCTS OPERATING LLC,39.982125,-88.336325,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,39.981947,-88.337663,0.97,nearest_street,666,County Rd 700 N,,,Tolono,IL,Champaign County,61880,US,TIGER/Line® dataset from the US Census Bureau,0.1
188,2020,"BUCKEYE PARTNERS, LP",38.8412019,-90.0764591,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,47.0,0.0,17.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,38.841918,-90.077109,0.98,nearest_street,174,E 8th St,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau,30.0
270,2020,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.59839813,-88.36041254,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,OTHER,,38.602171,-88.362493,0.95,nearest_street,101,Snowberry Ln,,,Clay City,IL,Wayne County,62824,US,TIGER/Line® dataset from the US Census Bureau,0.0
291,2020,"ONEOK NGL PIPELINE, LLC",41.58275,-88.16556,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.5,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,41.583573,-88.165097,0.99,rooftop,V,Chicagoland Cir,,,Joliet,IL,Will County,60431,US,Will,2.5
344,2020,BP PIPELINE (NORTH AMERICA) INC.,41.360396,-87.878161,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,41.359909,-87.882419,0.95,nearest_street,29129,US Hwy 45,,,Peotone,IL,Will County,60468,US,TIGER/Line® dataset from the US Census Bureau,0.0
349,2020,"KINDER MORGAN LIQUID TERMINALS, LLC",41.768517,-87.825018,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.11,0.0,0.11,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,41.768943,-87.825929,0.99,rooftop,8500,W 68th St,,,Summit Argo,IL,Cook County,60501,US,Cook,0.0
363,2020,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.484708,-88.514124,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,38.484708,-88.514124,0.11,nearest_place,,,,,Cisne,IL,Wayne County,62823,US,TIGER/Line® dataset from the US Census Bureau,0.0
376,2020,BP PIPELINE (NORTH AMERICA) INC.,41.410996,-87.999696,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.95,0.0,0.95,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,41.409856,-88.000149,0.97,nearest_street,15623,Pigeline Rd,,,Manhattan,IL,Will County,60442,US,TIGER/Line® dataset from the US Census Bureau,0.0
419,2020,"SHELL PIPELINE CO., L.P.",42.028316,-87.9473636,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,NO,CARBON STEEL,OTHER,,42.027191,-87.945998,0.99,rooftop,1910,Carboy Rd,,,Arlington Heights,IL,Cook County,60005,US,Cook,0.0
445,2020,MARATHON PIPE LINE LLC,41.050713,-87.747038,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.95,0.0,0.43,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,41.049369,-87.746898,0.97,nearest_street,6262,E 5000S Rd,,,Saint Anne,IL,Kankakee County,60964,US,TIGER/Line® dataset from the US Census Bureau,0.52
446,2020,AUX SABLE LIQUID PRODUCTS,41.411092,-88.335033,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5.58,2.41,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,41.417256,-88.336564,0.93,nearest_street,4677,US Hwy 6,,,Morris,IL,Grundy County,60450,US,TIGER/Line® dataset from the US Census Bureau,7.99
477,2020,PERMIAN EXPRESS PARTNERS LLC,38.78364,-89.08246,CRUDE OIL,6031.0,0.0,6021.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,38.78309,-89.086513,0.95,nearest_street,8414,US Hwy 51,,,Patoka,IL,Marion County,62875,US,TIGER/Line® dataset from the US Census Bureau,10.0
504,2019,"KINDER MORGAN LIQUID TERMINALS, LLC",38.84262,-90.089664,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.35,0.0,0.35,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,38.840789,-90.09445,0.95,nearest_street,774,N Olive St,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
532,2019,"KINDER MORGAN LIQUID TERMINALS, LLC",41.767998,-87.826923,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,6.6,0.0,5.6,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,41.768943,-87.825929,0.99,rooftop,8500,W 68th St,,,Summit Argo,IL,Cook County,60501,US,Cook,1.0
572,2019,BP PIPELINE (NORTH AMERICA) INC.,40.1054834,-88.577522,CRUDE OIL,30.0,0.0,30.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,40.10557,-88.577788,1.0,rooftop,880,E 2150 North Rd,,,Monticello,IL,Piatt County,61856,US,Piatt,0.0
573,2019,"KINDER MORGAN LIQUID TERMINALS, LLC",38.8442,-90.0895,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,36.0,0.0,36.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,38.840789,-90.09445,0.94,nearest_street,774,N Olive St,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
609,2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.66464,-88.32363,CRUDE OIL,30.0,0.0,30.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,38.66549,-88.322327,0.97,nearest_street,402,County Rd 2050 E,,,Clay City,IL,Clay County,62824,US,TIGER/Line® dataset from the US Census Bureau,0.0
629,2019,WOLVERINE PIPELINE CO,41.420326,-88.173178,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.35,0.0,0.35,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,41.420289,-88.174118,1.0,rooftop,23125,W Arsenal Rd,,,Channahon,IL,Will County,60410,US,Will,0.0
692,2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.790784,-89.069841,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,38.789271,-89.0679,0.96,nearest_street,8670,Farthing Rd,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.0
739,2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.21593,-88.569288,CRUDE OIL,0.7,0.0,0.7,NO,,NO,,YES,CARBON STEEL,OTHER,,38.21593,-88.569288,0.11,nearest_place,,,,,Dahlgren,IL,Hamilton County,62828,US,TIGER/Line® dataset from the US Census Bureau,0.0
753,2019,"FLINT HILLS RESOURCES, LC",38.820179,-90.09127,CRUDE OIL,1.52,0.0,1.14,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,38.821304,-90.092944,0.97,nearest_street,1358,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.3800000000000001
763,2019,"FLINT HILLS RESOURCES, LC",38.819032,-90.091097,CRUDE OIL,0.12,0.0,0.12,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,38.821295,-90.089402,0.96,nearest_street,1397,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
830,2019,"BUCKEYE PARTNERS, LP",39.009064,-89.179241,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,39.009064,-89.179241,0.07,nearest_place,,,,,Vandalia,IL,Fayette County,62471,US,TIGER/Line® dataset from the US Census Bureau,0.0
833,2019,EXPLORER PIPELINE CO,38.822044,-90.078911,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,38.821295,-90.089402,0.92,nearest_street,1398,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,2.0
834,2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.575523,-89.001884,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,38.576211,-88.999889,0.97,nearest_street,2787,Selmaville Rd,,,Salem,IL,Marion County,62881,US,TIGER/Line® dataset from the US Census Bureau,0.0
851,2019,BP PIPELINE (NORTH AMERICA) INC.,38.79205,-89.07352,CRUDE OIL,155.0,0.0,155.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,38.792409,-89.067858,0.94,nearest_street,8756,Farthing Rd,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.0
858,2019,MARATHON PIPE LINE LLC,38.997201,-87.716479,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.8,0.0,0.8,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,38.992872,-87.715565,0.94,nearest_street,12499,E 950th Ave,,,Robinson,IL,Crawford County,62454,US,TIGER/Line® dataset from the US Census Bureau,0.0
873,2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",41.554486,-87.886511,CRUDE OIL,0.58,0.0,0.58,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,41.554966,-87.887875,0.99,rooftop,18401,S Wolf Rd,,,Mokena,IL,Will County,60448,US,Will,0.0
958,2018,EXPLORER PIPELINE CO,38.602775,-90.179371,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,38.602126,-90.179634,0.98,nearest_street,2,Riverview Ave,,,East Saint Louis,IL,St. Clair County,62201,US,TIGER/Line® dataset from the US Census Bureau,0.0
1068,2018,MARATHON PIPE LINE LLC,38.997041,-87.714757,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,38.992872,-87.715565,0.95,nearest_street,12499,E 950th Ave,,,Robinson,IL,Crawford County,62454,US,TIGER/Line® dataset from the US Census Bureau,0.0
1194,2018,MARATHON PIPE LINE LLC,39.326222,-87.901217,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,39.326101,-87.899147,0.97,nearest_street,12224,County Rd 600 E,,,Martinsville,IL,Clark County,62442,US,TIGER/Line® dataset from the US Census Bureau,0.0
1202,2018,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,39.18809,-89.463139,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.2,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,39.188134,-89.462645,0.98,nearest_street,329,E Side Ln,,,Hillsboro,IL,Montgomery County,62049,US,TIGER/Line® dataset from the US Census Bureau,1.2
1211,2018,"EXPRESS HOLDINGS (USA), LLC",38.82746,-90.0882,CRUDE OIL,0.12,0.0,0.12,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,38.827982,-90.091039,0.96,nearest_street,656,S Olive Ave,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
1223,2018,EXPLORER PIPELINE CO,41.29905,-87.745911,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,41.2991,-87.746016,1.0,rooftop,32525,S Egyptian Trl,,,Peotone,IL,Will County,60468,US,Will,0.0
1253,2018,"CCPS TRANSPORTATION, LLC",40.944103,-88.647119,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,,40.946419,-88.646739,0.96,nearest_street,14832,E 2200 N Rd,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau,0.0
1254,2018,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",37.213922,-88.867619,CRUDE OIL,13.35,0.0,13.35,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,37.221357,-88.867751,0.93,nearest_street,2205,Portland Rd,,,Metropolis,IL,Massac County,62960,US,TIGER/Line® dataset from the US Census Bureau,0.0
1260,2018,"BUCKEYE PARTNERS, LP",38.847085,-90.075551,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.25,0.0,0.25,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,38.846958,-90.076577,0.98,nearest_street,300,S Chaffer Ave,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau,0.0
1340,2017,WEST SHORE PIPELINE CO,41.9994996,-87.9354873,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,42.000612,-87.935445,0.99,rooftop,1821,Elmhurst Rd,,,Elk Grove Village,IL,Cook County,60007,US,City of Chicago,0.0
1350,2017,"KOCH PIPELINE COMPANY, L.P.",38.819032,-90.091097,CRUDE OIL,5.95,0.0,5.65,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,38.821295,-90.089402,0.96,nearest_street,1397,Robbins Rd,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.2999999999999998
1353,2017,EXXONMOBIL OIL CORPORATION-TERMINALS,41.64924,-88.04449,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,41.650355,-88.045416,0.99,rooftop,V,S High Rd,,,Lockport,IL,Will County,60441,US,Will,0.6
1364,2017,MARATHON PIPE LINE LLC,39.161789,-87.798836,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1096.0,0.0,662.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,39.159756,-87.798402,0.96,nearest_street,8162,E 2100th Ave,,,Annapolis,IL,Crawford County,62413,US,TIGER/Line® dataset from the US Census Bureau,434.0
1442,2017,BP PIPELINE (NORTH AMERICA) INC.,41.41433,-87.98899,CRUDE OIL,0.72,0.0,0.72,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,41.414468,-87.990062,0.99,rooftop,UTILITY,W Bruns Rd,,,Manhattan,IL,Will County,60442,US,Will,0.0
1445,2017,"SHELL PIPELINE CO., L.P.",42.026176,-87.950416,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.19,0.0,0.19,NO,,NO,,NO,CARBON STEEL,OTHER,,42.024916,-87.95008,0.99,rooftop,1000,Terminal Dr,,,Arlington Heights,IL,Cook County,60005,US,Cook,0.0
1487,2017,"COUNTRYMARK REFINING AND LOGISTICS, LLC",38.48544959,-88.51486436,CRUDE OIL,238.0,0.0,238.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,38.48545,-88.514864,0.11,nearest_place,,,,,Cisne,IL,Wayne County,62823,US,TIGER/Line® dataset from the US Census Bureau,0.0
1491,2017,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",41.553488,-87.885245,CRUDE OIL,1.59,0.0,1.59,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,41.55274,-87.885393,0.99,nearest_street,,I 80,,,Mokena,IL,Will County,60448,US,TIGER/Line® dataset from the US Census Bureau,0.0
1493,2017,PHILLIPS 66 PIPELINE LLC,38.584487,-90.189275,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,28.0,0.0,28.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,38.579484,-90.183253,0.93,nearest_street,83,Industrial Dr,,,East Saint Louis,IL,St. Clair County,62206,US,TIGER/Line® dataset from the US Census Bureau,0.0
1536,2017,"EXPRESS HOLDINGS (USA), LLC",38.82745,-90.088312,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,38.827982,-90.091039,0.96,nearest_street,656,S Olive Ave,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
1538,2017,WEST SHORE PIPELINE CO,41.61482,-88.05111,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,41.614383,-88.049903,0.99,rooftop,14927,S New Ave,,,Lockport,IL,Will County,60441,US,Will,0.0
1543,2017,EXPLORER PIPELINE CO,41.299056,-87.745911,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,41.2991,-87.746016,1.0,rooftop,32525,S Egyptian Trl,,,Peotone,IL,Will County,60468,US,Will,0.0
1546,2017,"BUCKEYE PARTNERS, LP",39.918628,-89.061751,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,13.0,0.0,11.8,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,39.918661,-89.059027,0.96,nearest_street,6734,Hackney Rd,,,Warrensburg,IL,Macon County,62573,US,TIGER/Line® dataset from the US Census Bureau,1.1999999999999993
1547,2017,LACLEDE GAS CO,38.587043,-90.18232,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1519.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,38.586483,-90.178131,0.95,nearest_street,3301,Mississippi Ave,,,East Saint Louis,IL,St. Clair County,62206,US,TIGER/Line® dataset from the US Census Bureau,1519.0
1549,2017,"ILLINOIS EXTENSION PIPELINE COMPANY, L.L.C. ",38.786414,-89.066666,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,38.786927,-89.066009,0.98,nearest_street,1634,Dickey Pond Rd,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.0
1555,2017,"BUCKEYE PARTNERS, LP",39.712652,-89.250835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.71,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,39.712726,-89.250326,1.0,rooftop,2496,N 1500 East Rd~,,,Blue Mound,IL,Christian County,62513,US,Christian,0.0
1556,2017,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",38.76534,-89.04087,CRUDE OIL,4.0,0.0,2.5,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,38.76497,-89.040255,0.98,nearest_street,8000,Thoman,,,Patoka,IL,Marion County,62875,US,TIGER/Line® dataset from the US Census Bureau,1.5
1577,2017,"KINDER MORGAN LIQUID TERMINALS, LLC",38.844011,-90.085648,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,38.845265,-90.080901,0.95,nearest_street,500,S Old Edwardsville Rd,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau,0.71
1581,2017,"KINDER MORGAN LIQUID TERMINALS, LLC",38.844011,-90.085648,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,38.845265,-90.080901,0.95,nearest_street,500,S Old Edwardsville Rd,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau,0.0
1660,2017,"BUCKEYE PARTNERS, LP",41.76423,-87.835759,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.5,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,41.761922,-87.835472,0.96,nearest_street,8653,W 71st St,,,Summit-Argo,IL,Cook County,60501,US,TIGER/Line® dataset from the US Census Bureau,0.0
1682,2017,"SHELL PIPELINE CO., L.P.",41.6094639,-88.0543333,CRUDE OIL,4.84,0.0,4.84,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,41.609552,-88.051499,0.96,nearest_street,14999,New Ave,,,Lockport,IL,Will County,60441,US,TIGER/Line® dataset from the US Census Bureau,0.0
1723,2016,MARATHON PIPE LINE LLC,38.827249,-90.086211,CRUDE OIL,0.1,0.0,0.1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,38.827982,-90.091039,0.95,nearest_street,656,S Olive Ave,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau,0.0
1743,2016,ENTERPRISE PRODUCTS OPERATING LLC,37.745816,-88.689864,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,37.738777,-88.689106,0.93,nearest_street,8898,Old State Rte 13,,,Carrier Mills,IL,Saline County,62917,US,TIGER/Line® dataset from the US Census Bureau,0.1
1877,2016,MARATHON PIPE LINE LLC,38.78777,-89.083319,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,38.786874,-89.083728,0.97,nearest_street,1264,Dickey Pond Rd,,,Vernon,IL,Marion County,62892,US,TIGER/Line® dataset from the US Census Bureau,0.0
1932,2016,WEST SHORE PIPELINE CO,41.801632,-87.795604,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,41.80098,-87.794721,0.99,nearest_street,,I 55,,,Berwyn,IL,Cook County,60402,US,TIGER/Line® dataset from the US Census Bureau,0.0
2020,2016,BP PIPELINE (NORTH AMERICA) INC.,41.414332,-87.988991,CRUDE OIL,0.23,0.0,0.23,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,41.414468,-87.990062,0.99,rooftop,UTILITY,W Bruns Rd,,,Manhattan,IL,Will County,60442,US,Will,0.0
2074,2016,BP PIPELINE (NORTH AMERICA) INC.,41.5543361,-87.8866028,CRUDE OIL,0.59,0.0,0.59,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,41.554966,-87.887875,0.99,rooftop,18401,S Wolf Rd,,,Mokena,IL,Will County,60448,US,Will,0.0
2089,2016,WEST SHORE PIPELINE CO,42.024238,-87.950772,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,42.02356,-87.950716,1.0,rooftop,2350,E Oakton St,,,Arlington Heights,IL,Cook County,60005,US,Cook,0.0
2111,2016,"MAGELLAN PIPELINE COMPANY, LP",41.78788,-89.16688,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.8,0.0,1.8,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,41.788211,-89.167112,1.0,rooftop,1398,Meridian Rd,,,Ashton,IL,Lee County,61006,US,Lee,0.0
