,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
2739,2014,EXPLORER PIPELINE CO,35.97916323,-96.00824525,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,0.0,0.7,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,35.979297,-96.011476,0.98,nearest_street,,US 75,,,Tulsa,OK,Tulsa County,74136,US,TIGER/Line® dataset from the US Census Bureau,0.0
2768,2014,ROSE ROCK MIDSTREAM L.P.,36.55711482,-97.29606047,CRUDE OIL,0.36,0.0,0.0,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,36.564676,-97.300781,0.92,nearest_street,4999,N3200 Rd,,,Tonkawa,OK,Noble County,74653,US,TIGER/Line® dataset from the US Census Bureau,0.36
2776,2014,"MAGELLAN AMMONIA PIPELINE, L.P.",36.38322,-97.60424,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.2,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,36.375904,-97.609723,0.92,nearest_street,17699,Rupe Ave,,,Fairmont,OK,Garfield County,73736,US,TIGER/Line® dataset from the US Census Bureau,4.2
2786,2014,"BKEP PIPELINE, LLC",35.947714,-96.754536,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,,LEAK,OTHER,35.946937,-96.749211,0.94,nearest_street,3004,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
2822,2014,EXPLORER PIPELINE CO,36.64234919,-94.9731575,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,0.0,2.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,36.641556,-94.963369,0.93,nearest_street,25998,S 510th Rd,,,Afton,OK,Delaware County,74331,US,TIGER/Line® dataset from the US Census Bureau,0.0
2837,2014,"ONEOK NGL PIPELINE, LLC",36.58261,-98.30137,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,176.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,36.58261,-98.30137,0.17,nearest_place,,,,,Helena,OK,Alfalfa County,73741,US,TIGER/Line® dataset from the US Census Bureau,176.0
2840,2014,"MAGELLAN PIPELINE COMPANY, LP",35.46577,-97.44754,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,0.0,0.71,NO,,NO,,YES,,LEAK,CRACK,35.465724,-97.447863,1.0,rooftop,3909,E Reno,,,Oklahoma City,OK,Oklahoma County,73117,US,Acog Counties,0.0
2848,2014,"PLAINS PIPELINE, L.P.",35.86561,-98.41103,CRUDE OIL,65.0,0.0,65.0,NO,,NO,,YES,CARBON STEEL,OTHER,,35.860472,-98.413131,0.94,nearest_street,108,Woodland Dr,,,Watonga,OK,Blaine County,73772,US,TIGER/Line® dataset from the US Census Bureau,0.0
2856,2014,SUNOCO PIPELINE L.P.,35.7391,-96.15759,CRUDE OIL,3.0,0.0,2.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.73919,-96.157556,0.99,nearest_street,8442,N 120th Rd,,,Beggs,OK,Okmulgee County,74421,US,TIGER/Line® dataset from the US Census Bureau,0.10000000000000009
2869,2014,GLASS MOUNTAIN PIPELINE,35.93784934,-96.71795726,CRUDE OIL,0.35,0.0,0.0,NO,,NO,,,,LEAK,CONNECTION FAILURE,35.940768,-96.713794,0.94,nearest_street,740728,N3530 Rd,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.35
2883,2014,ROSE ROCK MIDSTREAM L.P.,36.77616,-97.24686,CRUDE OIL,160.0,0.0,155.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,36.767719,-97.250199,0.92,nearest_street,11712,W Coleman Rd,,,Blackwell,OK,Kay County,74631,US,TIGER/Line® dataset from the US Census Bureau,5.0
2892,2014,SUNOCO PIPELINE L.P.,34.87656,-97.79842,CRUDE OIL,4.0,0.0,3.9,NO,,NO,,NO,,LEAK,SEAL OR PACKING,34.87656,-97.79842,0.18,nearest_place,,,,,Alex,OK,Grady County,73002,US,TIGER/Line® dataset from the US Census Bureau,0.10000000000000009
2904,2014,"JP ENERGY MARKETING, LLC",34.216537,-97.28714,CRUDE OIL,35.0,0.0,34.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,34.216168,-97.287657,1.0,rooftop,863,Rolling Hills Rd,,,Lone Grove,OK,Carter County,73443,US,"Kern, Cleveland, Canadian, Logan Counties",0.5
2923,2014,PHILLIPS 66 PIPELINE LLC,35.945288,-96.750877,CRUDE OIL,361.0,0.0,361.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,35.946097,-96.749214,0.97,nearest_street,3056,S Linwood Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
2924,2014,"MAGELLAN TERMINALS HOLDINGS, LP",35.94603,-96.74797,CRUDE OIL,1.0,0.0,0.93,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,35.946097,-96.749214,0.97,nearest_street,3056,S Linwood Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.06999999999999995
2940,2014,ENTERPRISE CRUDE PIPELINE LLC,35.950352,-96.7594,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.956654,-96.759624,0.93,nearest_street,860,E0730 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
2941,2014,"BKEP PIPELINE, LLC",34.55773,-97.37179,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,,,LEAK,PINHOLE,34.55773,-97.37179,0.14,nearest_place,,,,,Hennepin,OK,Garvin County,73046,US,TIGER/Line® dataset from the US Census Bureau,0.0
2945,2014,GLASS MOUNTAIN PIPELINE,35.93784934,-96.71795726,CRUDE OIL,30.0,0.0,25.0,NO,,NO,,,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,35.940768,-96.713794,0.94,nearest_street,740728,N3530 Rd,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,5.0
2946,2014,"BKEP PIPELINE, LLC",34.55747,-97.28468,CRUDE OIL,5.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,34.55747,-97.28468,0.07,nearest_place,,,,,Hennepin,OK,Garvin County,73444,US,TIGER/Line® dataset from the US Census Bureau,5.0
2952,2014,"BKEP PIPELINE, LLC",36.00758,-96.75135,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,36.004681,-96.749812,0.95,nearest_street,2741,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
2971,2014,"ONEOK NGL PIPELINE, LLC",36.6093,-98.51248,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,321.5,0.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,36.6093,-98.51248,0.13,nearest_place,,,,,Carmen,OK,Alfalfa County,73726,US,TIGER/Line® dataset from the US Census Bureau,321.5
2988,2014,ENTERPRISE CRUDE PIPELINE LLC,34.206615,-98.58121,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,34.202504,-98.589962,0.92,nearest_street,1359,Wichita Ave,,,Devol,OK,Cotton County,73531,US,TIGER/Line® dataset from the US Census Bureau,0.0
2999,2014,"BKEP PIPELINE, LLC",35.8377778,-96.5122222,CRUDE OIL,25.0,0.0,25.0,NO,,NO,,YES,CARBON STEEL,OTHER,,35.838466,-96.51224,0.98,nearest_street,22409,S 465th West Ave,,,Depew,OK,Creek County,74028,US,TIGER/Line® dataset from the US Census Bureau,0.0
3015,2014,"MAGELLAN PIPELINE COMPANY, LP",35.96984,-96.01389,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,30.0,0.0,30.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,35.969811,-96.012025,0.99,nearest_street,,US 75,,,Glenpool,OK,Tulsa County,74033,US,TIGER/Line® dataset from the US Census Bureau,0.0
3026,2014,DCP MIDSTREAM,34.394601,-97.418438,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,45.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,34.394595,-97.418335,1.0,rooftop,1687,Wildcat Jim Rd,,,Graham,OK,Carter County,73437,US,"Kern, Cleveland, Canadian, Logan Counties",45.0
3033,2013,SUNOCO PIPELINE L.P.,35.69179,-97.59352,CRUDE OIL,138.0,0.0,41.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.692241,-97.594755,0.99,rooftop,21581,Villagio Dr,,,Edmond,OK,Oklahoma County,73012,US,Oklahoma,97.0
3034,2013,SUNOCO PIPELINE L.P.,35.6905,-97.5925,CRUDE OIL,47.0,0.0,14.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.691006,-97.595539,0.96,nearest_street,21670,Villagio Dr,,,Edmond,OK,Oklahoma County,73012,US,TIGER/Line® dataset from the US Census Bureau,33.0
3037,2013,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95778,-96.74944,CRUDE OIL,3.75,0.0,3.5,NO,,NO,,NO,,LEAK,SEAL OR PACKING,35.957982,-96.749355,0.99,nearest_street,2298,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.25
3043,2013,PHILLIPS 66 PIPELINE LLC,36.649239,-97.161522,CRUDE OIL,200.0,0.0,200.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,36.651942,-97.162705,0.96,nearest_street,6149,W Fountain Rd,,,Ponca City,OK,Kay County,74601,US,TIGER/Line® dataset from the US Census Bureau,0.0
3048,2013,"PLAINS PIPELINE, L.P.",35.597478,-97.247747,CRUDE OIL,30.0,0.0,30.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.598378,-97.246668,0.99,rooftop,12620,N Indian Meridian,,,Jones,OK,Oklahoma County,73049,US,Oklahoma,0.0
3050,2013,SUNOCO PIPELINE L.P.,35.9863,-96.7465,CRUDE OIL,7.0,0.0,7.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,35.98502,-96.746721,0.97,nearest_street,1536,E Main St,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3057,2013,ENTERPRISE CRUDE PIPELINE LLC,34.2391,-97.5136,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,34.23917,-97.518476,0.95,nearest_street,68,Industrial Rd,,,Healdton,OK,Carter County,73438,US,TIGER/Line® dataset from the US Census Bureau,0.0
3060,2013,"CHAPARRAL ENERGY, LLC",36.7889,-100.6198,CO2 (CARBON DIOXIDE),17.8,626.0,0.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,36.7889,-100.6198,0.08,nearest_place,,,,,Beaver,OK,Beaver County,73932,US,TIGER/Line® dataset from the US Census Bureau,643.8
3063,2013,ROSE ROCK MIDSTREAM L.P.,36.67346274,-97.19300732,CRUDE OIL,125.0,0.0,125.0,NO,,NO,,YES,CARBON STEEL,OTHER,,36.669336,-97.192629,0.95,nearest_street,10726,S S St,,,Ponca City,OK,Kay County,74601,US,TIGER/Line® dataset from the US Census Bureau,0.0
3067,2013,SUNOCO PIPELINE L.P.,35.69559,-97.59628,CRUDE OIL,7.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.695716,-97.596127,1.0,rooftop,22037,Toscana Ct,,,Edmond,OK,Oklahoma County,73012,US,Oklahoma,7.0
3072,2013,"PLAINS PIPELINE, L.P.",35.317952,-97.243049,CRUDE OIL,1.7,0.0,1.7,NO,,NO,,YES,,LEAK,OTHER,35.318571,-97.243139,1.0,rooftop,13700,E Stella Rd,,,Newalla,OK,Cleveland County,74857,US,City of Norman,0.0
3077,2013,"ONEOK NGL PIPELINE, LLC",36.775556,-97.755756,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.8,2.8,2.8,NO,,NO,,NO,,LEAK,SEAL OR PACKING,36.775556,-97.755756,0.06,nearest_place,,,,,Medford,OK,Grant County,73759,US,TIGER/Line® dataset from the US Census Bureau,2.8
3079,2013,"MAGELLAN TERMINALS HOLDINGS, LP",35.94066,-96.74784,CRUDE OIL,2.25,0.0,2.25,NO,,NO,,YES,,LEAK,PINHOLE,35.942194,-96.748142,0.97,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3089,2013,ROSE ROCK MIDSTREAM L.P.,36.4302,-97.45631,CRUDE OIL,7.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,36.4302,-97.45631,0.08,nearest_place,,,,,Billings,OK,Noble County,74630,US,TIGER/Line® dataset from the US Census Bureau,7.0
3117,2013,"ONEOK NGL PIPELINE, LLC",36.77414,-97.75689,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.0,0.0,0.0,NO,,NO,,YES,,LEAK,OTHER,36.77414,-97.75689,0.06,nearest_place,,,,,Medford,OK,Grant County,73759,US,TIGER/Line® dataset from the US Census Bureau,4.0
3122,2013,"PLAINS PIPELINE, L.P.",35.936195,-96.748525,CRUDE OIL,6.0,0.0,6.0,NO,,NO,,NO,CARBON STEEL,OTHER,,35.942194,-96.748142,0.94,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3126,2013,SUNOCO PIPELINE L.P.,34.874565,-97.79908,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,34.874565,-97.79908,0.17,nearest_place,,,,,Alex,OK,Grady County,73002,US,TIGER/Line® dataset from the US Census Bureau,0.0
3140,2013,PHILLIPS 66 PIPELINE LLC,36.346272,-96.38565,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,491.0,0.0,490.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,36.346272,-96.38565,0.08,nearest_place,,,,,Osage,OK,Osage County,74054,US,TIGER/Line® dataset from the US Census Bureau,1.0
3168,2013,"MAGELLAN TERMINALS HOLDINGS, LP",35.94754,-96.74449,CRUDE OIL,0.47,0.0,0.47,NO,,NO,,NO,,LEAK,SEAL OR PACKING,35.946937,-96.749211,0.95,nearest_street,3004,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3173,2013,BP PIPELINE (NORTH AMERICA) INC.,36.927591,-96.052414,CRUDE OIL,535.0,0.0,535.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,36.926747,-96.045677,0.94,nearest_street,2950,State Hwy 10,,,Copan,OK,Osage County,74022,US,TIGER/Line® dataset from the US Census Bureau,0.0
3202,2013,ROSE ROCK MIDSTREAM L.P.,36.01663,-96.7549,CRUDE OIL,85.0,0.0,84.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,36.014651,-96.75884,0.95,nearest_street,1101,E0690 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,1.0
3228,2013,ENTERPRISE PRODUCTS OPERATING LLC,36.947219,-100.293152,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,200.0,14.5,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,36.947219,-100.293152,0.04,nearest_place,,,,,Forgan,OK,Beaver County,73938,US,TIGER/Line® dataset from the US Census Bureau,214.5
3240,2013,ROSE ROCK MIDSTREAM L.P.,36.01167,-96.45009,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,,,LEAK,SEAL OR PACKING,36.017527,-96.454466,0.93,nearest_street,41300,W 101st St S,,,Mannford,OK,Creek County,74044,US,TIGER/Line® dataset from the US Census Bureau,0.0
3245,2013,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95885,-96.75655,CRUDE OIL,2246.0,0.0,2071.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,35.956672,-96.754438,0.96,nearest_street,1008,E0730 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,175.0
3248,2013,PHILLIPS 66 PIPELINE LLC,36.135178,-95.63705,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.27,0.0,0.27,NO,,NO,,NO,,LEAK,OTHER,36.133379,-95.636781,0.96,nearest_street,235,E 21st St,,,Broken Arrow,OK,Wagoner County,74014,US,TIGER/Line® dataset from the US Census Bureau,0.0
3264,2013,ENTERPRISE CRUDE PIPELINE LLC,34.23884,-97.492924,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,,LEAK,OTHER,34.237811,-97.492765,0.99,rooftop,11797,State Highway 76 Hwy,,,Healdton,OK,Carter County,73438,US,"Kern, Cleveland, Canadian, Logan Counties",0.0
3286,2013,"MAGELLAN TERMINALS HOLDINGS, LP",35.94336,-96.75159,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.944158,-96.749213,0.96,nearest_street,3098,S Linwood Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3287,2013,ROSE ROCK MIDSTREAM L.P.,36.54755,-97.20423,CRUDE OIL,3.0,0.0,1.0,NO,,NO,,YES,,LEAK,PINHOLE,36.545085,-97.211056,0.94,nearest_street,4225,N3250 Rd,,,Marland,OK,Noble County,74644,US,TIGER/Line® dataset from the US Census Bureau,2.0
3338,2013,"MAGELLAN PIPELINE COMPANY, LP",36.13137,-96.02489,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,,,LEAK,SEAL OR PACKING,36.132407,-96.025509,0.99,rooftop,3132,W 21st St S,,,Tulsa,OK,Tulsa County,74107,US,Tulsa,0.0
3341,2013,SUNOCO PIPELINE L.P.,35.84613,-97.62086,CRUDE OIL,75.0,0.0,75.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.844862,-97.620868,0.97,nearest_street,3266,Macarthur Blvd,,,Guthrie,OK,Logan County,73044,US,TIGER/Line® dataset from the US Census Bureau,0.0
3343,2013,ENTERPRISE CRUDE PIPELINE LLC,35.94072,-96.74691,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.942194,-96.748142,0.96,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3348,2013,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95778,-96.74944,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,35.957982,-96.749355,0.99,nearest_street,2298,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3369,2013,ENTERPRISE CRUDE PIPELINE LLC,33.83017,-96.445621,CRUDE OIL,0.25,0.0,0.25,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,33.830839,-96.448527,0.96,nearest_street,6281,N3690 Rd,,,Colbert,OK,Bryan County,74733,US,TIGER/Line® dataset from the US Census Bureau,0.0
3395,2013,ENTERPRISE CRUDE PIPELINE LLC,34.07083,-97.944108,CRUDE OIL,12.0,0.0,12.0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK,34.07083,-97.944108,0.15,nearest_place,,,,,Ryan,OK,Jefferson County,73565,US,TIGER/Line® dataset from the US Census Bureau,0.0
3399,2013,ENTERPRISE CRUDE PIPELINE LLC,34.245072,-97.947953,CRUDE OIL,3.0,0.0,0.0,NO,,NO,,,,RUPTURE,,34.245072,-97.947953,0.46,nearest_place,,,,,Addington,OK,Jefferson County,73520,US,TIGER/Line® dataset from the US Census Bureau,3.0
3413,2013,ENTERPRISE CRUDE PIPELINE LLC,35.940158,-96.747808,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,,,LEAK,CRACK,35.942194,-96.748142,0.96,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3419,2013,"MAGELLAN TERMINALS HOLDINGS, LP",35.94607,-96.74874,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,35.946097,-96.749214,0.98,nearest_street,3056,S Linwood Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3423,2013,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95885,-96.75655,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,OTHER,35.956672,-96.754438,0.96,nearest_street,1008,E0730 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3452,2012,"CCPS TRANSPORTATION, LLC",35.59243,-96.30796,CRUDE OIL,38.5,0.0,38.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,RUPTURE,,35.59399,-96.299058,0.93,nearest_street,98029,N3770 Rd,,,Okemah,OK,Okfuskee County,74859,US,TIGER/Line® dataset from the US Census Bureau,0.0
3464,2012,"BKEP CRUDE, LLC",36.0191,-96.7569,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,36.014651,-96.75884,0.94,nearest_street,1101,E0690 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,2.0
3473,2012,"PLAINS PIPELINE, L.P.",34.20969,-97.54401,CRUDE OIL,35.0,0.0,35.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,34.209657,-97.544166,1.0,rooftop,3510,S Dundee Rd,,,Ringling,OK,Carter County,73456,US,"Kern, Cleveland, Canadian, Logan Counties",0.0
3488,2012,EXPLORER PIPELINE CO,36.64234919,-94.9731575,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,200.0,0.0,200.0,NO,,NO,,YES,CARBON STEEL,OTHER,,36.641556,-94.963369,0.93,nearest_street,25998,S 510th Rd,,,Afton,OK,Delaware County,74331,US,TIGER/Line® dataset from the US Census Bureau,0.0
3493,2012,"BKEP CRUDE, LLC",35.94805,-96.74979,CRUDE OIL,0.6,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,35.946937,-96.749211,0.97,nearest_street,3004,N3510 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.6
3502,2012,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.944728,-96.764824,CRUDE OIL,0.83,0.0,0.83,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,35.953157,-96.767384,0.92,nearest_street,2698,S Little Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3511,2012,"MAGELLAN TERMINALS HOLDINGS, LP",35.94109,-96.74697,CRUDE OIL,1.0,0.0,0.98,NO,,NO,,YES,,OTHER,,35.942194,-96.748142,0.97,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.020000000000000018
3514,2012,ENTERPRISE CRUDE PIPELINE LLC,35.939625,-96.747821,CRUDE OIL,75.0,0.0,50.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.942194,-96.748142,0.96,nearest_street,2225,Texaco Rd Ew 74,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,25.0
3567,2012,"ONEOK NGL PIPELINE, LLC",36.17115,-97.432256,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.5,0.1,0.0,NO,,NO,,NO,,LEAK,CRACK,36.173846,-97.437148,0.94,nearest_street,2399,E0580 Rd,,,Orlando,OK,Noble County,73073,US,TIGER/Line® dataset from the US Census Bureau,0.6
3578,2012,"PLAINS MARKETING, L.P.",35.9361111,-96.7380556,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,OTHER,35.936305,-96.731512,0.94,nearest_street,740628,N3520 Rd,,,Cushing,OK,Lincoln County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3588,2012,ENBRIDGE PIPELINES (OZARK) L.L.C.,35.95885,-96.75655,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,35.956672,-96.754438,0.96,nearest_street,1008,E0730 Rd,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,0.0
3607,2012,CENTURION PIPELINE L.P.,34.84251,-99.13711,CRUDE OIL,211.0,0.0,10.0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,,34.84251,-99.13711,0.08,nearest_place,,,,,Roosevelt,OK,Kiowa County,73564,US,TIGER/Line® dataset from the US Census Bureau,201.0
3620,2012,"PLAINS PIPELINE, L.P.",34.1897222,-97.3761111,CRUDE OIL,0.48,0.0,0.48,NO,,NO,,YES,,LEAK,PINHOLE,34.190056,-97.376906,0.99,rooftop,10370,Memorial Rd,,,Wilson,OK,Carter County,73463,US,"Kern, Cleveland, Canadian, Logan Counties",0.0
3637,2012,PHILLIPS 66 PIPELINE LLC,35.943731,-96.754603,CRUDE OIL,3.0,0.0,2.0,NO,,NO,,NO,,LEAK,PINHOLE,35.944158,-96.749213,0.94,nearest_street,3098,S Linwood Ave,,,Cushing,OK,Payne County,74023,US,TIGER/Line® dataset from the US Census Bureau,1.0
3639,2012,PHILLIPS 66 PIPELINE LLC,35.737564,-97.379338,CRUDE OIL,5.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.736632,-97.379332,0.99,rooftop,13700,Chaparral Rdg,,,Edmond,OK,Logan County,73034,US,Acog Counties,2.0
