2011,BALTIMORE GAS & ELECTRIC CO,MD,39.35888934,-76.67928892,NATURAL GAS,3.4,
2012,BALTIMORE GAS & ELECTRIC CO,MD,39.391726,-76.738363,NATURAL GAS,,
2011,BALTIMORE GAS & ELECTRIC CO,MD,39.1969739,-76.73837859,NATURAL GAS,1.2,
2011,BALTIMORE GAS & ELECTRIC CO,MD,39.10195372,-76.81643218,NATURAL GAS,18.6,
2011,BALTIMORE GAS & ELECTRIC CO,MD,39.28364474,-76.87815903,NATURAL GAS,1.1,
2015,BALTIMORE GAS & ELECTRIC CO,MD,39.20951,-76.89771,NATURAL GAS,70,
2011,BALTIMORE GAS & ELECTRIC CO,MD,39.36596,-77.17566,NATURAL GAS,440,
2018,BALTIMORE GAS AND ELECTRIC COMPANY,MD,39.272676,-76.608326,NATURAL GAS,0.01,
2021,BALTIMORE GAS AND ELECTRIC COMPANY,MD,39.4005646,-76.7124795,NATURAL GAS,1464,0
2019,BALTIMORE GAS AND ELECTRIC COMPANY,MD,39.191001,-76.818052,NATURAL GAS,360,0
2018,BALTIMORE GAS AND ELECTRIC COMPANY,MD,39.097184,-76.81826,NATURAL GAS,2.36,0
2015,BAY CITY MUNICIPAL GAS SYSTEM,TX,28.97743,-95.98214,NATURAL GAS,0.1,
2011,BAY STATE GAS CO,MA,42.6,-72.38,NATURAL GAS,0,
2020,BLACK HILLS ENERGY,IA,42.5046454,-90.6738271,NATURAL GAS,300,0
2021,BLACK HILLS ENERGY,IA,42.4845752,-91.4585804,NATURAL GAS,1,0
2021,BLACK HILLS ENERGY,AR,35.927711,-94.185636,NATURAL GAS,56.71,0
2016,BLACK HILLS ENERGY,AR,36.0387,-94.2553,NATURAL GAS,2684,
2020,BLACK HILLS ENERGY,KS,38.95707,-95.2521699,NATURAL GAS,750,
2015,BLACK HILLS ENERGY,NE,40.744034,-96.648896,NATURAL GAS,16,
2020,BLACK HILLS ENERGY,NE,40.813258,-96.671531,NATURAL GAS,2,0
2021,BLACK HILLS ENERGY,NE,40.8473585,-96.6822531,NATURAL GAS,4033.49,0
2013,BLACK HILLS ENERGY,NE,42.2425631,-96.9837372,NATURAL GAS,0,
2014,BLACK HILLS ENERGY,NE,40.77201,-97.052311,NATURAL GAS,25,
2018,BLACK HILLS ENERGY,NE,41.4228291,-97.3417571,NATURAL GAS,6,
2013,BLACK HILLS ENERGY,NE,42.01983,-97.42717,NATURAL GAS,2,
2020,BLACK HILLS ENERGY,NE,40.864375,-97.616653,NATURAL GAS,2,
2010,BLACK HILLS ENERGY,KS,37.79,-97.629,NATURAL GAS,4,
2013,BLACK HILLS ENERGY,NE,40.85807,-97.997968,NATURAL GAS,192,
2012,BLACK HILLS ENERGY,KS,37.481657,-100.842365,NATURAL GAS,,
2019,BLACK HILLS ENERGY,CO,40.146025,-104.974903,NATURAL GAS,9762,0
2017,BLACK HILLS ENERGY,CO,40.057931,-105.031261,NATURAL GAS,3390,
2020,BLACK HILLS ENERGY,CO,39.192124,-106.826324,NATURAL GAS,10.52,
2020,BLACK HILLS ENERGY,CO,39.6166369,-106.9500181,NATURAL GAS,336.76,0
2017,BLACK HILLS ENERGY,CO,37.2831,-107.1009,NATURAL GAS,1,
2021,BOSTON GAS CO,MA,41.59512,-70.60605,NATURAL GAS,3.613,0
2016,BOSTON GAS CO,MA,42.808176,-70.889677,NATURAL GAS,3824,
2012,BOSTON GAS CO,MA,42.3832652,-70.9914725,NATURAL GAS,60,
2016,BOSTON GAS CO,MA,42.4275728,-71.0235477,NATURAL GAS,4672,
2010,BOSTON GAS CO,MA,42.5267815,-71.0940244,NATURAL GAS,,
2017,BOSTON GAS CO,MA,42.2893068,-71.117988,NATURAL GAS,31963,
2010,BOSTON GAS CO,MA,42.3688146,-71.2392235,NATURAL GAS,,
2013,BOSTON GAS CO,MA,42.51515,-71.241569,NATURAL GAS,221,
2012,BOSTON GAS CO,MA,42.533976,-71.501589,NATURAL GAS,37,
2010,"CAIRO GAS SYSTEMS, CITY OF",GA,30.52762,-84.12823,NATURAL GAS,25000,
2011,CANTON MUNICIPAL UTILITY,MS,32.618367,-90.040897,NATURAL GAS,,
2015,"CARTERSVILLE GAS DEPT, CITY OF",GA,34.176842,-84.795813,,1.6,
2019,CASCADE NATURAL GAS CORP,WA,47.13890119,-119.2785201,NATURAL GAS,79,
2017,CASCADE NATURAL GAS CORP,WA,47.405795,-120.332825,NATURAL GAS,3875,
2014,CASCADE NATURAL GAS CORP,WA,46.4335,-120.414,NATURAL GAS,4823.75,
2017,CASCADE NATURAL GAS CORP,WA,46.6016247,-120.5304217,NATURAL GAS,239.6,
2019,CASCADE NATURAL GAS CORP,WA,48.4227516,-122.3292046,NATURAL GAS,92,
2017,CASCADE NATURAL GAS CORP,WA,48.492939,-122.333826,NATURAL GAS,6500,
2015,CASCADE NATURAL GAS CORP,WA,47.34156,-122.39379,NATURAL GAS,53,
2019,CASCADE NATURAL GAS CORP,WA,48.94293791,-122.4406627,NATURAL GAS,12,
2011,CASCADE NATURAL GAS CORP,WA,47.518956,-122.625644,NATURAL GAS,49.2,
2014,CASCADE NATURAL GAS CORP,WA,47.562271,-122.66911,NATURAL GAS,138,
2019,CENTERPOINT ENERGY RESOURCES CORP.,AR,35.770212,-91.62532,NATURAL GAS,95,
2021,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.84964,-92.11634,NATURAL GAS,876,0
2014,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.76994416,-92.26350222,NATURAL GAS,1,
2016,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.803601,-92.368787,NATURAL GAS,1000,
2015,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.803601,-92.368787,NATURAL GAS,10,
2020,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.866436,-92.405425,NATURAL GAS,1177,
2021,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.730237,-92.418769,NATURAL GAS,66,0
2016,CENTERPOINT ENERGY RESOURCES CORP.,LA,32.488265,-93.749549,NATURAL GAS,0.27,
2016,CENTERPOINT ENERGY RESOURCES CORP.,AR,34.12523,-94.11923,NATURAL GAS,134,
2017,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.946042,-93.205926,NATURAL GAS,0,
2011,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,45.02228,-93.226879,NATURAL GAS,6970.6,
2011,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.96277,-93.229839,NATURAL GAS,,
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.6952068,-93.2368961,NATURAL GAS,0.01,
2012,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.98683,-93.241719,NATURAL GAS,,
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.7454237,-93.263215,NATURAL GAS,18.5,
2010,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.75364,-93.275893,NATURAL GAS,,
2011,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,45.084365,-93.295627,NATURAL GAS,0,
2010,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,45.09051,-93.299,NATURAL GAS,0,
2011,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,45.097431,-93.334117,NATURAL GAS,4.7,
2010,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.91285,-93.33624,NATURAL GAS,1395,
2015,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.844427,-93.387056,NATURAL GAS,5,
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.715935,-93.398632,NATURAL GAS,16,
2021,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.097544,-93.412043,NATURAL GAS,544,0
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.8729794,-93.4568951,NATURAL GAS,8.09,
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,44.927657,-93.604123,NATURAL GAS,9.89,
2011,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,46.192946,-93.761349,NATURAL GAS,,
2019,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",MN,45.3835169,-94.7132776,NATURAL GAS,1455,
2020,CENTERPOINT ENERGY RESOURCES CORPORATION,LA,30.1759,-93.2244,NATURAL GAS,11,0
2017,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,30.078014,-94.076806,NATURAL GAS,14000,
2019,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.36546,-95.08938,NATURAL GAS,165,
2016,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.920002,-95.089766,NATURAL GAS,104,
2013,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.79999,-95.258148,NATURAL GAS,15,
2013,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.62098,-95.30391,NATURAL GAS,72.69,
2015,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.787447,-95.310475,NATURAL GAS,71,
2013,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.987406,-95.338885,NATURAL GAS,575.41,
2012,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.212384,-95.39894,NATURAL GAS,155,
2016,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.75525,-95.46023,NATURAL GAS,459,
2013,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.600463,-95.464665,NATURAL GAS,357,
2015,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.835381,-95.533681,NATURAL GAS,8.06,
2021,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,30.03052778,-95.56555556,NATURAL GAS,2975.564,2171
2014,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.93081,-95.71052,NATURAL GAS,126.74,
2014,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.60675,-95.792358,NATURAL GAS,6.35,
2016,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.56082,-95.81327,NATURAL GAS,967.7,
2017,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,29.56291,-95.82322,NATURAL GAS,120.55,
2019,CENTERPOINT ENERGY RESOURCES CORPORATION,TX,27.75983,-98.07167,,0,
2014,CENTRAL HUDSON GAS & ELECTRIC CORP,NY,41.3590019,-73.738288,,16.7,
2019,CENTRAL HUDSON GAS & ELECTRIC CORP,NY,41.60566,-73.86486,NATURAL GAS,100,
2013,CENTRAL HUDSON GAS & ELECTRIC CORP,NY,41.704081,-73.882583,NATURAL GAS,,
2013,CENTRAL HUDSON GAS & ELECTRIC CORP,NY,41.703615,-73.902029,NATURAL GAS,6.2,
2010,CENTRAL HUDSON GAS & ELECTRIC CORP,NY,41.5095,-74.20715,NATURAL GAS,584,
2019,CHATTANOOGA GAS CO,TN,35.1817,-85.2233,NATURAL GAS,402.6,0
2015,CHATTANOOGA GAS CO,TN,35.114495,-85.264042,NATURAL GAS,39.64,
2020,CHATTANOOGA GAS CO,TN,35.151289,-85.27097,NATURAL GAS,51154,
2014,CHATTANOOGA GAS CO,TN,35.029177,-85.362655,NATURAL GAS,323.5,
2011,CHESAPEAKE UTILITY CORP,MD,38.3335,-75.6322,NATURAL GAS,0.01,
2018,CITIZENS GAS UTIL DIST,TN,36.5761,-84.19916,NATURAL GAS,382,
2016,CITY OF HOOKER,OK,36.855325,-101.214839,NATURAL GAS,140,
2011,CITY OF MAPLETON,IA,42.16134,-95.79342,NATURAL GAS,,
2018,CLEVELAND GAS DEPT,OK,36.31315,-96.463191,NATURAL GAS,67.5,
2015,COLONIAL GAS CO - LOWELL DIV,MA,42.6012386,-71.185445,NATURAL GAS,21.3,
2014,COLONIAL GAS CO - LOWELL DIV,MA,42.484299,-71.276802,,0,
2015,COLONIAL GAS CO - LOWELL DIV,MA,42.5730468,-71.4042069,NATURAL GAS,31.57,
2015,"COLORADO SPRINGS, CITY OF",CO,38.98462,-104.76484,NATURAL GAS,1833,
2016,"COLORADO SPRINGS, CITY OF",CO,38.927672,-104.830791,NATURAL GAS,42.17,
2018,"COLQUITT GAS SYSTEM, CITY OF",GA,31.171145,-84.740584,NATURAL GAS,124,
2021,COLUMBIA GAS OF KENTUCKY INC,KY,37.3454759,-82.8681908,NATURAL GAS,75.3,22
2014,COLUMBIA GAS OF KENTUCKY INC,KY,38.01632,-84.55332,,10.1,
2015,COLUMBIA GAS OF MASSACHUSETTS,MA,42.030736,-70.738945,NATURAL GAS,54,
2015,COLUMBIA GAS OF MASSACHUSETTS,MA,42.104731,-70.759835,NATURAL GAS,13.97,
2015,COLUMBIA GAS OF MASSACHUSETTS,MA,41.879769,-70.931013,NATURAL GAS,1743.64,
2018,COLUMBIA GAS OF MASSACHUSETTS,MA,41.884938,-71.066969,NATURAL GAS,345.7,
2015,COLUMBIA GAS OF MASSACHUSETTS,MA,42.188512,-71.152043,NATURAL GAS,283,
2019,COLUMBIA GAS OF MASSACHUSETTS,MA,42.697083,-71.163293,NATURAL GAS,390,
2018,COLUMBIA GAS OF MASSACHUSETTS,MA,42.715755,-71.174819,NATURAL GAS,0,
