IYEAR,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE
2015,COLONIAL PIPELINE CO,ALPHARETTA,GA,35.48374,-80.73542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,23.1,,23.1,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,41.255797,-82.397732,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,,0.6,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,PINHOLE
2015,"ONEOK NGL PIPELINE, LLC",TULSA,OK,34.12899,-96.46764,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"TALLGRASS PONY EXPRESS PIPELINE, LLC",LAKEWOOD,CO,41.828677,-104.352722,CRUDE OIL,300,,300,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,31.54706,-97.03784,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25,,20,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,31.54706,-97.03784,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25,,20,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.911449,-94.009073,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,,0.2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,38.622839,-93.225229,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.33,747,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,42.53632,-96.35816,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.16,,0.1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2015,"WHITE CLIFFS PIPELINE, LLC",HOUSTON,TX,37.6754,-98.44498,CRUDE OIL,0.1,,0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,41.299079,-87.744857,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,84,,84,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,
2015,KINDER MORGAN WINK PIPELINE LP,HOUSTON,TX,32.475,-101.663676,CRUDE OIL,12,,12,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,BELLE FOURCHE PIPELINE CO,CASPER,WY,47.582544,-103.602865,CRUDE OIL,390,,385,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.359919,-89.506797,CRUDE OIL,0.19,,0.19,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.47321,-119.74096,CRUDE OIL,100,,90,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,EXXONMOBIL PIPELINE CO,SPRING,TX,29.646875,-96.518653,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,80,,80,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,32.018203,-102.025425,CRUDE OIL,1,,1,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,34.84676,-92.09123,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,13500,0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,EXXONMOBIL OIL CORP - WEST COAST,SPRING,TX,33.734846,-118.272297,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,15,,15,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,40.136819,-104.509592,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.48,0.23,0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,SUNOCO PIPELINE L.P.,HOUSTON,TX,39.89486,-75.26061,CRUDE OIL,297,,297,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,30.18156,-90.9603,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,32.407275,-102.884611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.33,20,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.688674,-92.055463,CRUDE OIL,4.76,,4.76,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.608328,-74.240044,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.01,,0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,SUNOCO PIPELINE L.P.,HOUSTON,TX,39.84512,-75.420378,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,,0.12,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2015,KINDER MORGAN CO2 CO. LP,HOUSTON ,TX,32.757835,-100.960956,CO2 (CARBON DIOXIDE),23,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,31.43284,-102.43828,CRUDE OIL,3,,3,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,ENBRIDGE STORAGE (CUSHING) L.L.C.,HOUSTON,TX,35.93444,-96.752126,CRUDE OIL,0.18,,0.18,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,COLONIAL PIPELINE CO,ALPHARETTA,GA,30.71116,-91.28204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,,0.7,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,KINDER MORGAN COCHIN LLC,CALGARY,,46.370782,-97.467557,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.62,,0.45,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2015,WEST TEXAS GULF PIPELINE CO,HOUSTON,TX,31.88918,-96.63953,CRUDE OIL,30,,15,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.01202,-102.01668,CRUDE OIL,85,,81,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,"SFPP, LP",HOUSTON,TX,38.845635,-122.232341,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.11,,0.11,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,WYOMING PIPELINE COMPANY,HOUSTON,TX,43.788761,-104.415602,CRUDE OIL,6.5,,6.5,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,29.991413,-93.987564,CRUDE OIL,2.97,,2.97,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,35.948453,-96.762003,CRUDE OIL,0.2,,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.08076,-103.17807,CRUDE OIL,10,,10,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,ENBRIDGE STORAGE (CUSHING) L.L.C.,HOUSTON,TX,35.936355,-96.750348,CRUDE OIL,0.5,,0.5,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2015,MOTIVA ENTERPRISE LLC,PORT ARTHUR,TX,29.858881,-93.956656,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,,2.5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,MARATHON PIPE LINE LLC,FINDLAY,OH,38.17264002,-85.84931981,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,160,,112,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2015,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.535033,-74.260967,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.01937,-119.06305,CRUDE OIL,2,,2,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,32.16315,-97.00595,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.9,,2.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,ROSE ROCK MIDSTREAM L.P.,HOUSTON,TX,38.1021533,-99.00453106,CRUDE OIL,3,,1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,WILLIAMS FIELD SERVICES,TULSA,OK,40.262706,-80.264106,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,51,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,32.023108,-102.012261,CRUDE OIL,200,,75,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,41.090482,-88.298295,CRUDE OIL,0.01,,0.01,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,39.763568,-104.826857,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.38,0,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",DALLAS,TX,32.465709,-103.57379,CRUDE OIL,1,,0.9,NO,,NO,,NO,CARBON STEEL,OTHER,
2015,"SHELL PIPELINE CO., L.P.",HOUSTON,TX,29.7177027,-95.1871166,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,15,,15,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,INLAND CORPORATION,HOUSTON,TX,40.70945,-84.1314,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,,0.71,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,"MAGELLAN AMMONIA PIPELINE, L.P.",TULSA,OK,36.81045,-97.8319,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,"WESTERN REFINING PIPELINE, LLC",DENVER,CO,35.73235,-107.747355,CRUDE OIL,105,,105,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,WYOMING PIPELINE COMPANY,HOUSTON,TX,43.788761,-104.415602,CRUDE OIL,0.5,,0.5,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,47.325278,-93.764167,CRUDE OIL,0.01,,0.01,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,39.1393,-94.60325,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,308,,308,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,31.899645,-102.638756,CRUDE OIL,35,,35,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,41.51458,-87.45134,CRUDE OIL,0.36,,0.36,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"JP ENERGY MARKETING, LLC",IRVING,TX,33.947489,-97.021931,CRUDE OIL,760,,760,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2015,WEST TEXAS GULF PIPELINE CO,HOUSTON,TX,32.52944,-100.83055,CRUDE OIL,1,,1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,COLONIAL PIPELINE CO,ALPHARETTA,GA,30.71105,-91.28417,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.86,,2.86,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,MARATHON PIPE LINE LLC,FINDLAY,OH,41.511142,-87.445436,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.6017,-74.260967,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,36.232606,-107.54596,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,24,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,29.72979,-95.22212,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.11,,0.63,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2015,"GENESIS PIPELINE USA, L.P.",HOUSTON,TX,30.548063,-91.193891,CRUDE OIL,0.4,,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,40.366817,-80.584594,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,30565,0,0,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2015,HARVEST PIPELINE COMPANY,HOUSTON,TX,29.419868,-89.515921,CRUDE OIL,0.07,,0,NO,,NO,,YES,CARBON STEEL,OTHER,
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,30.566736,-97.621066,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,22,0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,BUTTE PIPELINE CO,CASPER,WY,46.39053,-104.45044,CRUDE OIL,2,,2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.136282,-102.189062,CRUDE OIL,2,,2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.952065,-96.861438,CRUDE OIL,3,,3,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.68904,-92.06135,CRUDE OIL,2,,2,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS MARKETING, L.P.",HOUSTON,TX,35.936677,-96.745218,CRUDE OIL,0.5,,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"ONEOK NGL PIPELINE, LLC",TULSA,OK,35.31111,-97.00602,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,6.9,0,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2015,COLONIAL PIPELINE CO,ALPHARETTA,GA,39.849005,-75.502586,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.88,,0.88,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.470028,-96.626722,CRUDE OIL,0.5,,0.5,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,EXXONMOBIL PIPELINE CO,HOUSTON,TX,29.617889,-96.350778,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.75,,1.75,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,CALNEV PIPELINE CO,HOUSTON,TX,34.183191,-117.365394,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.57,,0.89,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2015,MARATHON PIPE LINE LLC,FINDLAY,OH,30.01177,-90.857704,CRUDE OIL,0.7,,0.7,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,NORTH DAKOTA PIPELINE COMPANY LLC,HOUSTON,TX,48.014962,-98.010309,CRUDE OIL,0.06,,0.06,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,BRIDGER PIPELINE LLC,CASPER,WY,47.03163,-104.77022,CRUDE OIL,758,,65,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,"CRIMSON GULF, LLC",GRAY,LA,29.310878,-89.296158,CRUDE OIL,0.05,,0.05,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,31.899645,-102.638756,CRUDE OIL,0.2,,0.2,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,"KOCH PIPELINE COMPANY, L.P.",WICHITA,KS,45.698007,-93.996983,CRUDE OIL,20,,17.5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,34.001474,-98.812338,CRUDE OIL,25,,25,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,"ONEOK NGL PIPELINE, LLC",TULSA,OK,34.816479,-97.442674,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1,29,0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2015,SUNOCO PIPELINE L.P.,HOUSTON,TX,29.98266,-94.06191,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,30,11709,0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,"TALLGRASS PONY EXPRESS PIPELINE, LLC",LAKEWOOD,CO,40.162536,-101.529805,CRUDE OIL,0.48,,0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.6885,-92.05685,CRUDE OIL,5,,5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2015,"SFPP, LP",HOUSTON,TX,37.940135,-122.376323,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,58.9,,58.9,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,28.885881,-96.433027,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,27123,1423,0,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2015,ENBRIDGE PIPELINES (OZARK) L.L.C.,HOUSTON,TX,35.95886,-96.75335,CRUDE OIL,1,,1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2015,MID - VALLEY PIPELINE CO,HOUSTON,TX,40.70825,-84.12206,CRUDE OIL,100,,95,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,28.949113,-95.430507,CRUDE OIL,300,,200,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2015,PHILLIPS 66 COMPANY - SWEENY REFINERY,HOUSTON,TX,29.069927,-95.716402,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,,0.24,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2015,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,35.940253,-96.747933,CRUDE OIL,0.5,,0.5,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2015,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2,,1.9,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,28.525786,-99.222804,CRUDE OIL,1,,1,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,PLANTATION PIPE LINE CO,HOUSTON,TX,33.287449,-86.83171,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,9.52,,0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2015,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.011423,-102.012891,CRUDE OIL,500,,435,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2014,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,27.79952,-97.5645,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,181,0,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2014,EXXONMOBIL PIPELINE CO,HOUSTON,TX,29.615889,-96.344667,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,9,,9,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2014,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,100,,99,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2014,MARATHON PIPE LINE LLC,FINDLAY,OH,39.6854,-87.23644,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,9.4,,0.6,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2014,WILLIAMS FIELD SERVICES,TULSA,OK,40.262706,-80.264106,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1924,800,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,RUPTURE,
2014,MARATHON PIPE LINE LLC,FINDLAY,OH,30.016724,-90.853104,CRUDE OIL,0,,0,NO,,NO,,YES,CARBON STEEL,OTHER,
2014,"MAGELLAN TERMINALS HOLDINGS, LP",TULSA,OK,35.92612,-96.7459,CRUDE OIL,6,,6,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2014,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,39.84541,-104.91319,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.47,,0.47,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2014,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",DALLAS,TX,32.782428,-103.960045,CRUDE OIL,0.5,,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,
2014,"KOCH PIPELINE COMPANY, L.P.",WICHITA,KS,47.303798,-95.187438,CRUDE OIL,20,,18.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2014,"PLAINS PIPELINE, L.P.",HOUSTON,TX,42.851147,-106.357092,CRUDE OIL,0.24,,0.24,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2014,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,41.643229,-87.467121,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.38,,1.9,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
