IYEAR,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.70691,-95.2232,CRUDE OIL,40,,40,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,EXXONMOBIL OIL CORP - WEST COAST,SPRING,TX,35.310816,-118.904629,CRUDE OIL,2,,2,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,29.790507,-95.278738,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2,,2,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,"NUSTAR LOGISTICS, L.P.",SAN ANTONIO,TX,33.91298,-98.43419,CRUDE OIL,1.29,,0.71,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"FLINT HILLS RESOURCES, LC",WICHITA,KS,27.827039,-97.196603,CRUDE OIL,0.24,,0.24,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2019,BP PIPELINE (NORTH AMERICA) INC.,CHICAGO,IL,40.1054834,-88.577522,CRUDE OIL,30,,30,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,38.8442,-90.0895,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,36,,36,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2019,"WESTERN REFINING LOGISTICS, LP",DENVER,CO,35.3191,-106.4336,CRUDE OIL,1.9,,0.7,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"NUSTAR LOGISTICS, L.P.",SAN ANTONIO,TX,27.81748,-97.40699,CRUDE OIL,18.75,,18.75,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.61403,-95.18273,CRUDE OIL,0.24,,0.24,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"DELEK CRUDE LOGISTICS, LLC.",DALLAS,TX,33.06677,-95.856941,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11437,,9056,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,30.009092,-94.060381,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2019,PHILLIPS 66 CO ALLIANCE REFINERY,BELLE CHASSE,LA,29.6775,-89.97916,CRUDE OIL,1195,,1195,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,HOUSTON,TX,29.991667,-93.991388,CRUDE OIL,0.45,,0.45,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.519305,-75.534154,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2,,2,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.080658,-103.17905,CRUDE OIL,80,,80,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,TARGA DOWNSTREAM LLC,HOUSTON,TX,32.31582,-97.52846,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.7,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2019,COLONIAL PIPELINE CO,ALPHARETTA,GA,34.553079,-82.487872,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.19,,2.19,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,TC OIL PIPELINE OPERATIONS INC,HOUSTON,TX,39.408973,-92.84738,CRUDE OIL,0.23,,0.23,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2019,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,41.5229,-104.90965,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,,0.12,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2019,KINDER MORGAN WINK PIPELINE LLC ,HOUSTON,TX,31.73093,-105.21154,CRUDE OIL,4.6,,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"WESTERN REFINING LOGISTICS, LP",DENVER,CO,36.0441,-107.6142,CRUDE OIL,0.2,,0.2,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,PARAMOUNT PIPELINE LLC,PARAMOUNT,CA,33.8045274,-118.2210989,CRUDE OIL,1,,1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,29.93701,-94.309314,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1,4,1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.523574,-74.252607,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,,0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,VALERO PARTNERS OPERATING CO. LLC,SAN ANTONIO,TX,29.995764,-94.077853,CRUDE OIL,86,,86,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2019,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,30.00589,-93.97616,CRUDE OIL,2,,2,NO,,NO,,NO,CARBON STEEL,OTHER,
2019,DCP MIDSTREAM,DENVER,CO,29.59975,-95.19464,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,18.2,0,0,NO,,NO,,YES,CARBON STEEL,OTHER,
2019,GREAT SALT PLAINS PIPELINE LLC,WICHITA,KS,36.3594,-97.5935,CRUDE OIL,85,,0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2019,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,42.244489,-83.302939,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,75,,75,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"MAGELLAN PIPELINE COMPANY, LP",TULSA,OK,32.530162,-100.849262,CRUDE OIL,0.36,,0.36,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2019,KINDER MORGAN CO2 CO. LP,HOUSTON ,TX,32.99591,-102.81728,CO2 (CARBON DIOXIDE),23.83,9880,0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2019,SINCLAIR TRANSPORTATION COMPANY,SALT LAKE CITY,UT,40.409028,-91.838939,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10,,10,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,EXXONMOBIL PIPELINE CO,SPRING,TX,29.5208806,-95.1061667,CRUDE OIL,2,,1.9,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"OSAGE PIPE LINE COMPANY, LLC",DALLAS,TX,35.935612,-96.749949,CRUDE OIL,1200,,1200,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2019,CENTURION PIPELINE L.P.,HOUSTON,TX,32.031,-102.5059,CRUDE OIL,20,,20,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,"TALLGRASS PONY EXPRESS PIPELINE, LLC",LAKEWOOD,CO,40.652947,-103.033132,CRUDE OIL,15,,15,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"ONEOK NGL PIPELINE, LLC",TULSA,OK,29.8458591,-94.9084572,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.18,3.24,0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2019,"BKEP PIPELINE, LLC",SUGAR LAND,TX,33.93988,-97.02318,CRUDE OIL,0.48,,0.48,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,HOUSTON,TX,29.997984,-93.990191,CRUDE OIL,2,,2,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,ORYX DELAWARE OIL TRANSPORT LLC,MIDLAND,TX,31.427671,-102.450536,CRUDE OIL,3.5,,3.5,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,SUNOCO PIPELINE L.P.,HOUSTON,TX,30.14054,-94.39903,CRUDE OIL,3,,3,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"COUNTRYMARK REFINING AND LOGISTICS, LLC",INDIANAPOLIS,IN,38.66464,-88.32363,CRUDE OIL,30,,30,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2019,MOTIVA ENTERPRISE LLC,PORT ARTHUR,TX,29.850926,-93.956001,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,,0.17,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,"MAGELLAN OPERATING COMPANY, LLC",TULSA,OK,29.729928,-95.161296,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,40,,40,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,31.743125,-98.373875,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,23,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2019,"NUSTAR LOGISTICS, L.P.",SAN ANTONIO,TX,35.68876,-101.34716,CRUDE OIL,24.69,,18.45,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"ENABLE GAS GATHERING, LLC",OKLAHOMA CITY,OK,34.6595,-97.5962,CRUDE OIL,35,,15,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,27.8298459,-97.1975004,CRUDE OIL,0.5,,0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,37.03878,-100.69665,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2601,0,0,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,32.0162,-102.01595,CRUDE OIL,15,,15,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.58214,-74.212383,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,40,,40,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,"EPIC CONSOLIDATED OPERATIONS, LLC",SAN ANTONIO,TX,27.8294937,-97.6138882,CRUDE OIL,242,,205,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.16311,-101.47822,CRUDE OIL,1.5,,1.5,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,TC OIL PIPELINE OPERATIONS INC,HOUSTON,TX,38.673067,-97.044628,CRUDE OIL,5,,5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,PINHOLE
2019,"PANTHER OPERATING COMPANY, LLC",HOUSTON,TX,27.964052,-94.388912,CRUDE OIL,0.1,,0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,DCP MIDSTREAM,DENVER,CO,31.78229,-102.24995,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.1,0.1,NO,,NO,,NO,CARBON STEEL,OTHER,
2019,ISLAND ENERGY SERVICES,KAPOLEI,HI,21.360681,-158.023051,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1,,1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,PLANTATION PIPE LINE CO,HOUSTON,TX,31.635929,-89.518976,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,27.3,,27.3,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,30.011069,-94.05722,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.07,3.93,1.07,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"ONEOK NGL PIPELINE, LLC",TULSA,OK,41.5653566,-93.5258567,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.5,0,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,32.0227,-102.0183,CRUDE OIL,1,,1,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,WOLVERINE PIPELINE CO,PORTAGE,MI,41.420326,-88.173178,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.35,,0.35,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.30545,-97.40051,CRUDE OIL,4,,4,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,29.72708,-95.21915,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1,,1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,CENTURION PIPELINE L.P.,HOUSTON,TX,32.00482,-102.04012,CRUDE OIL,0.5,,0.5,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2019,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",HOUSTON,TX,29.8561111,-94.9019444,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5,1343,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"EQUISTAR CHEMICALS, L.P.",HOUSTON,TX,29.041033,-95.366683,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.18,12.6,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,29.728549,-95.202147,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.28,,0.28,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,HARVEST MIDSTREAM COMPANY,HOUSTON,TX,29.36959,-89.53902,CRUDE OIL,5,,4.5,NO,,NO,,YES,CARBON STEEL,OTHER,
2019,"EPIC CONSOLIDATED OPERATIONS, LLC",SAN ANTONIO,TX,29.789161,-100.616425,CRUDE OIL,10460,,150,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,
2019,TARGA DOWNSTREAM LLC,HOUSTON,TX,32.777729,-97.640543,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,50,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",DALLAS,TX,31.74322428,-106.2721456,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2019,COLONIAL PIPELINE CO,ALPHARETTA,GA,30.528829,-91.746864,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.06577502,-103.6659723,CRUDE OIL,32,,15,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.765497,-103.171377,CRUDE OIL,6,,4,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"MAGELLAN TERMINALS HOLDINGS, LP",TULSA,OK,35.946007,-96.741941,CRUDE OIL,1,,1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.71764,-103.5923,CRUDE OIL,14,,12,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2019,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,29.718375,-95.178355,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.56,,0.56,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK
2019,CENTURION PIPELINE L.P.,HOUSTON,TX,32.987609,-102.77071,CRUDE OIL,0.5,,0.5,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"BUCKEYE PARTNERS, LP",BREINIGSVILLE,PA,40.560933,-74.252739,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,,2.5,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,31.0432,-96.6876,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING
2019,"EPIC CONSOLIDATED OPERATIONS, LLC",SAN ANTONIO,TX,31.3618,-101.7773,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,125,0,0,NO,,NO,,NO,CARBON STEEL,RUPTURE,
2019,SUNOCO PARTNERS MARKETING & TERMINALS LP,HOUSTON,TX,29.991667,-93.991388,CRUDE OIL,4,,4,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,35.9515,-96.7597,CRUDE OIL,10,,10,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,TORRANCE BASIN PIPELINE COMPANY LLC,PARSIPPANY,NJ,33.818819,-118.281047,CRUDE OIL,7.8,,7.8,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,MIPC LLC,ASTON,PA,39.86388889,-75.455,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,,0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,32.021,-102.0157,CRUDE OIL,0.36,,0.36,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2019,ANADARKO PETROLEUM CORP,THE WOODLANDS,TX,41.61568,-108.38449,CRUDE OIL,2250,,2250,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,31.790942,-103.1326,CRUDE OIL,60,,50,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,CENTURION PIPELINE L.P.,HOUSTON,TX,32.443697,-102.54348,CRUDE OIL,7,,7,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,PLANTATION PIPE LINE CO,HOUSTON,TX,33.69885,-85.1393,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.53,,0.53,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,
2019,"KINDER MORGAN LIQUID TERMINALS, LLC",HOUSTON,TX,40.583972,-74.211946,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25,,25,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,34.059655,-98.349303,CRUDE OIL,1100,,1100,NO,,NO,,YES,CARBON STEEL,RUPTURE,
2019,BRIDGER PIPELINE LLC,CASPER,WY,46.191125,-103.952295,CRUDE OIL,5,,3,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,OTHER,
2019,"PAR HAWAII REFINING, LLC",KAPOLEI,HI,21.365361,-157.938028,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,COX OPERATING LLC ,NEW ORLEANS,LA,28.865556,-89.277778,CRUDE OIL,0.23,,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"ONEOK NGL PIPELINE, LLC",TULSA,OK,42.83009,-104.33393,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1,0.37,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING
2019,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",SAN ANTONIO,TX,32.291645,-101.373267,CRUDE OIL,313,,99,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,46.93887,-92.938287,CRUDE OIL,6.7,,6.7,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.154538,-119.33629,CRUDE OIL,0.62,,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,32.6585,-103.1384,CRUDE OIL,10,,0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER
2019,"MARKWEST UTICA EMG, L.L.C.",DENVER,CO,40.25565,-81.02988,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,16.71,0,0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2019,ORYX DELAWARE OIL TRANSPORT LLC,MIDLAND,TX,31.426311,-102.449186,CRUDE OIL,0.24,,0,NO,,NO,,NO,CARBON STEEL,MECHANICAL PUNCTURE,
2019,"MAGELLAN AMMONIA PIPELINE, L.P.",TULSA,OK,43.93145,-94.112759,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,7,0,7,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER
2019,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON,TX,33.08834,-103.3932,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.36,0,0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,29.7484,-95.1285,CRUDE OIL,1,,1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2019,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON,TX,35.9548,-96.7591,CRUDE OIL,0.1,,0.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,SUNOCO PIPELINE L.P.,HOUSTON,TX,36.602638,-96.15029,CRUDE OIL,2,,2,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING
2019,DCP MIDSTREAM,DENVER,CO,28.55865,-98.16367,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.29,0,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK
2019,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,30.00589,-93.97616,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,6.93,,5.93,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,"ONEOK NGL PIPELINE, LLC",TULSA,OK,29.867393,-94.895496,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,97,33,0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER
2019,DCP MIDSTREAM,DENVER,CO,30.50197,-100.58379,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.54,0,0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,CENTURION PIPELINE L.P.,HOUSTON,TX,33.152138,-101.37279,CRUDE OIL,2,,2,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE
2019,TORRANCE VALLEY PIPELINE COMPANY LLC,PARSIPPANY,NJ,35.43513,-119.68239,CRUDE OIL,21,,21,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE
2019,PHILLIPS 66 PIPELINE LLC,HOUSTON,TX,33.007445,-102.975571,CRUDE OIL,0.85,,0.85,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE
2019,"PLAINS PIPELINE, L.P.",HOUSTON,TX,35.278811,-119.31235,CRUDE OIL,45,,45,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE
2019,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HOUSTON,TX,48.573929,-96.935187,CRUDE OIL,0.1,,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,CRACK
